2800 400 3
30 60 700 9.00
0 1 374 2
0 5 28 2
0 9 307 1
0 4 341 3
0 16 331 1
0 24 199 1
0 3 389 2
0 12 179 3
0 7 105 3
0 2 333 2
0 9 105 1
0 1 30 2
0 1 131 3
0 9 307 2
0 1 157 3
0 11 29 3
0 9 144 3
0 6 302 1
0 7 5 3
0 7 34 3
0 1 400 2
0 3 94 1
0 13 30 2
0 9 343 3
0 16 182 3
0 2 38 3
0 12 36 1
0 15 354 1
0 3 177 1
0 3 235 3
0 3 352 1
0 15 219 1
0 13 310 2
0 8 307 1
0 2 200 3
0 4 383 2
0 19 354 3
0 23 127 1
0 1 274 3
0 1 94 3
0 7 211 2
0 5 294 2
0 5 35 1
0 3 374 3
0 1 391 2
0 1 305 1
0 2 337 1
0 2 314 2
0 11 389 3
0 5 273 3
0 4 88 2
0 5 159 3
0 4 365 3
0 2 362 2
0 3 182 2
0 21 276 3
0 4 216 2
0 2 151 2
0 7 232 1
0 12 14 2
0 8 6 2
0 12 204 1
0 3 380 1
0 18 127 2
0 5 267 1
0 12 91 1
0 6 60 1
0 1 345 1
0 18 399 2
0 2 146 1
0 24 131 2
0 7 97 1
0 5 27 1
0 2 122 2
0 9 363 2
0 8 29 1
0 3 274 1
0 1 396 1
0 1 169 3
0 11 18 3
0 17 268 3
0 8 254 3
0 3 183 1
0 11 14 1
0 2 139 3
0 5 23 3
0 10 183 2
0 21 274 1
0 9 47 1
0 7 96 2
0 6 45 2
0 12 152 1
0 7 276 2
0 13 117 3
0 20 284 1
0 11 370 1
0 3 257 2
0 13 198 1
0 20 366 3
0 4 196 3
0 7 376 1
0 21 250 3
0 4 283 3
0 14 318 1
0 22 347 3
0 1 240 2
0 9 238 1
0 10 377 1
0 7 397 3
0 16 144 1
0 25 242 1
0 25 196 2
0 5 196 3
0 23 297 1
0 3 123 1
0 6 177 3
0 5 58 3
0 19 26 3
0 20 45 3
0 7 287 3
0 1 245 1
0 7 258 2
0 5 20 1
0 23 117 2
0 3 129 1
0 3 153 1
0 4 213 3
0 1 133 1
0 12 19 2
0 23 185 2
0 25 21 3
0 5 301 1
0 23 47 3
0 8 113 3
0 1 11 2
0 2 319 1
0 5 326 2
0 1 165 3
0 18 366 1
0 10 317 2
0 7 251 1
0 2 308 3
0 7 44 1
0 4 75 2
0 7 267 3
0 3 61 1
0 22 352 2
0 12 228 1
0 3 384 1
0 8 216 1
0 10 95 1
0 7 87 1
0 9 305 2
0 17 301 1
0 11 196 3
0 3 292 3
0 23 116 2
0 14 111 1
0 8 265 2
0 9 33 2
0 2 383 2
0 22 108 2
0 22 125 3
0 16 363 1
0 13 68 2
0 11 57 2
0 5 233 1
0 1 278 1
0 9 385 3
0 7 200 3
0 6 17 3
0 7 75 2
0 1 379 2
0 2 194 3
0 4 72 3
0 13 70 2
0 5 209 1
0 1 92 3
0 19 10 3
0 11 398 1
0 4 111 1
0 4 311 1
0 6 178 2
0 22 383 3
0 3 233 1
0 11 226 2
0 4 105 3
0 6 19 1
0 16 372 1
0 3 173 1
0 5 126 1
0 5 353 1
0 3 87 3
0 4 210 1
0 8 6 3
0 3 274 3
0 23 100 1
0 12 294 3
0 8 151 3
0 18 57 1
0 9 193 1
0 8 247 2
0 7 196 3
0 2 67 2
0 1 14 2
0 15 72 2
0 2 271 1
0 6 118 2
0 2 139 1
0 6 346 2
0 23 46 3
0 7 383 3
0 14 171 1
0 2 295 1
0 2 134 1
0 8 167 3
0 4 346 2
0 14 129 3
0 22 8 1
0 10 200 3
0 25 130 3
0 11 16 1
0 13 147 1
0 8 354 3
0 3 258 1
0 16 253 1
0 10 16 1
0 6 159 1
0 11 284 2
0 22 133 1
0 2 369 2
0 8 13 3
0 15 329 2
0 17 83 1
0 12 396 2
0 8 67 1
0 23 320 2
0 7 162 1
0 11 39 3
0 6 145 2
0 4 80 2
0 2 336 3
0 23 8 2
0 21 330 3
0 9 350 3
0 19 313 2
0 6 348 2
0 6 352 2
0 8 27 3
0 1 213 1
0 5 370 2
0 1 167 3
0 7 346 3
0 1 278 3
0 21 20 3
0 12 241 1
0 4 20 2
0 8 75 2
0 10 397 1
0 9 138 1
0 21 275 2
0 9 291 2
0 5 361 3
0 2 72 2
0 3 94 3
0 1 275 2
0 14 264 1
0 22 375 2
0 1 130 3
0 2 55 3
0 1 345 3
0 12 129 3
0 14 387 1
0 2 93 1
0 6 325 1
0 22 143 3
0 7 95 1
0 1 41 2
0 23 20 1
0 9 218 1
0 5 101 3
0 8 137 2
0 1 231 2
0 3 15 3
0 20 202 2
0 9 67 3
0 15 249 2
0 18 231 3
0 8 50 2
0 2 287 3
0 1 206 3
0 8 138 2
0 2 361 2
0 24 28 3
0 9 260 1
0 4 37 2
0 8 313 1
0 1 238 1
0 17 116 2
0 1 264 3
0 16 77 1
0 6 335 1
0 6 225 3
0 1 115 3
0 9 345 1
0 2 75 3
0 4 383 2
0 21 133 2
0 11 10 1
0 14 80 2
0 1 379 2
0 15 89 1
0 4 370 1
0 3 77 1
0 7 180 1
0 9 380 1
0 1 226 3
0 1 203 3
0 12 160 3
0 5 226 2
0 4 280 3
0 3 334 3
0 10 59 2
0 8 192 1
0 2 360 1
0 10 375 1
0 8 199 3
0 6 98 3
0 15 50 1
0 17 265 2
0 24 276 1
0 3 217 2
0 16 364 3
0 1 261 1
0 5 270 2
0 14 39 3
0 2 230 2
0 4 254 1
0 9 55 2
0 2 201 2
0 17 211 3
0 4 98 1
0 2 269 2
0 17 267 3
0 2 381 2
0 15 187 1
0 2 45 2
0 18 130 3
0 4 391 1
0 9 308 3
0 7 48 1
0 14 100 1
0 3 386 1
0 1 129 3
0 12 6 3
0 9 216 1
0 3 217 1
0 7 123 1
0 4 160 1
0 19 212 1
0 2 324 2
0 6 97 1
0 17 9 1
0 5 58 1
0 7 352 3
0 4 203 3
0 1 77 1
0 22 266 3
0 1 399 2
0 8 349 1
0 2 203 1
0 5 82 3
0 3 53 3
0 15 183 2
0 9 40 3
0 7 91 2
0 2 288 1
0 3 386 2
0 18 282 3
0 3 366 3
0 22 347 2
0 19 111 2
0 16 192 1
0 4 373 3
0 4 119 3
0 10 193 2
0 12 38 1
0 11 275 3
0 16 231 1
0 8 150 2
0 20 91 2
0 3 22 3
0 2 145 1
0 3 122 1
0 14 95 3
0 16 100 3
0 1 183 3
0 2 382 3
0 3 365 3
0 13 110 1
0 5 68 2
0 12 78 1
0 5 168 2
0 3 259 2
0 13 127 2
0 12 138 2
0 1 242 2
0 1 150 1
0 9 29 2
0 7 12 3
0 13 148 1
0 22 272 3
0 2 344 1
0 4 22 1
0 5 190 2
0 2 68 3
0 7 89 1
0 1 116 3
0 25 347 3
0 1 169 1
0 7 279 3
0 2 318 2
0 6 239 3
0 16 176 1
0 13 182 1
0 19 199 2
0 5 84 3
0 3 117 3
0 4 106 2
0 13 169 2
0 1 151 1
0 4 259 3
0 6 312 3
0 1 237 1
0 3 284 3
0 2 299 3
0 23 87 1
0 7 191 3
0 3 331 3
0 4 305 1
0 11 130 2
0 23 110 3
0 18 232 3
0 11 273 2
0 9 163 3
0 8 100 3
0 11 99 1
0 7 188 1
0 19 16 2
0 15 151 2
0 11 71 2
0 5 15 3
0 4 143 1
0 1 133 2
0 3 102 3
0 2 244 1
0 11 20 3
0 21 344 2
0 17 200 2
0 23 246 3
0 11 314 3
0 15 394 3
0 8 161 1
0 1 110 3
0 8 260 3
0 4 3 1
0 23 54 2
0 5 118 2
0 14 145 1
0 8 316 1
0 23 69 3
0 18 107 3
0 5 303 1
0 14 350 2
0 1 165 1
0 20 339 2
0 1 314 1
0 3 344 1
0 5 183 1
0 6 77 3
0 22 237 1
0 6 397 3
0 1 34 1
0 6 312 3
0 1 141 1
0 10 118 1
0 4 322 2
0 14 238 1
0 3 253 1
0 5 156 2
0 11 128 2
0 11 196 3
0 7 207 3
0 10 371 1
0 7 236 1
0 12 36 3
0 1 67 1
0 7 142 3
0 7 328 1
