500 100 3
30 60 700 9.00
0 2 3 2
0 14 97 3
0 18 49 3
0 1 73 2
0 7 71 1
0 7 57 3
0 1 4 1
0 17 10 3
0 19 35 3
0 6 4 3
0 4 43 2
0 3 6 2
0 5 47 1
0 19 14 1
0 7 55 3
0 1 74 1
0 5 63 3
0 8 68 1
0 1 55 1
0 25 83 3
0 8 48 3
0 10 30 2
0 14 29 2
0 2 36 3
0 1 18 2
0 20 51 2
0 3 55 2
0 6 60 3
0 2 46 1
0 9 60 1
0 21 12 2
0 10 70 3
0 3 65 3
0 4 49 1
0 2 37 3
0 24 50 2
0 18 62 1
0 1 94 3
0 17 32 3
0 4 59 2
0 5 88 3
0 1 57 3
0 12 98 2
0 8 61 2
0 25 85 2
0 20 89 2
0 24 64 1
0 2 52 3
0 8 62 3
0 13 35 3
0 8 92 1
0 5 2 1
0 1 59 2
0 18 78 2
0 22 67 3
0 6 62 3
0 17 85 1
0 24 14 2
0 6 100 1
0 1 22 3
0 3 29 3
0 7 80 2
0 6 60 1
0 13 45 1
0 15 16 1
0 22 80 3
0 2 4 2
0 8 98 3
0 7 23 2
0 23 72 3
0 15 21 2
0 2 75 1
0 4 19 3
0 17 12 3
0 6 95 1
0 2 5 1
0 1 36 3
0 1 62 1
0 23 34 1
0 1 1 1
0 5 47 3
0 6 83 2
0 1 79 3
0 25 60 2
0 10 2 3
0 24 17 3
0 2 71 2
0 11 39 1
0 11 56 2
0 8 75 2
0 13 79 1
0 8 60 2
0 4 4 1
0 14 80 3
0 12 71 3
0 1 49 3
0 14 79 3
0 10 26 2
0 18 41 2
0 7 61 3
0 9 79 1
0 16 49 1
0 4 44 1
0 25 84 2
0 19 11 2
0 2 6 3
0 8 43 2
0 1 26 3
0 4 87 3
0 12 29 1
0 12 36 1
0 4 89 3
0 4 28 3
0 18 57 2
0 10 92 2
0 16 86 1
0 8 47 2
0 2 73 3
0 1 57 1
0 10 72 2
0 9 29 2
0 7 100 1
0 6 73 2
0 2 58 2
0 16 7 2
0 8 42 3
0 13 68 3
0 9 18 2
0 4 18 3
0 6 27 1
0 12 43 3
0 5 78 3
0 2 89 2
0 4 16 2
0 1 81 3
0 14 74 1
0 16 68 1
0 3 76 2
0 2 81 2
0 9 8 2
0 5 34 2
0 10 70 3
0 3 65 1
0 2 36 3
0 24 96 3
0 2 98 2
0 5 85 3
0 4 32 3
0 7 12 3
0 16 71 3
0 12 25 1
0 5 86 3
0 11 87 1
0 3 68 2
0 7 47 2
0 3 95 2
0 12 46 3
0 2 83 2
0 1 23 3
0 1 20 2
0 15 58 1
0 7 42 3
0 9 35 3
0 6 44 1
0 1 76 2
0 5 81 1
0 18 88 2
0 9 93 3
0 20 54 2
0 3 53 1
0 22 11 2
0 4 13 2
0 24 11 3
0 4 28 3
0 8 56 3
0 14 23 1
0 17 66 1
0 3 73 3
0 2 28 2
0 15 58 2
0 4 68 3
0 1 26 1
0 6 40 3
0 3 4 1
0 3 87 3
0 10 48 1
0 7 77 3
0 3 50 1
0 11 50 1
0 6 59 1
0 13 84 1
0 4 57 1
0 1 10 1
0 19 31 3
0 4 83 2
0 2 75 1
0 4 70 3
0 2 90 1
0 2 5 1
0 3 62 1
0 3 91 2
0 24 26 3
0 7 11 1
0 3 97 3
0 12 22 3
0 8 22 2
0 2 55 1
