1400 200 3
30 60 700 9.00
0 7 142 1
0 3 166 1
0 4 186 2
0 20 53 2
0 1 96 3
0 7 28 1
0 6 47 3
0 15 176 1
0 1 34 2
0 10 149 2
0 4 68 2
0 2 62 1
0 3 119 2
0 17 78 1
0 18 164 3
0 12 161 3
0 5 61 3
0 4 153 1
0 1 54 3
0 16 24 2
0 7 101 1
0 3 28 2
0 6 143 1
0 25 36 3
0 14 80 1
0 21 61 2
0 1 161 3
0 20 2 1
0 7 195 2
0 15 199 2
0 25 12 2
0 25 98 2
0 3 135 2
0 6 1 2
0 12 180 1
0 8 96 1
0 8 50 3
0 19 30 2
0 5 189 3
0 7 95 2
0 3 10 1
0 15 186 2
0 15 18 3
0 1 168 1
0 8 198 1
0 7 13 1
0 11 188 1
0 5 179 3
0 1 150 2
0 6 101 2
0 2 16 2
0 5 144 1
0 17 191 1
0 18 128 2
0 11 191 3
0 8 49 1
0 4 161 2
0 18 100 1
0 16 88 3
0 3 30 2
0 7 115 1
0 6 173 2
0 9 188 1
0 1 10 3
0 2 166 2
0 21 87 2
0 2 133 2
0 1 16 3
0 9 98 1
0 12 69 2
0 3 43 1
0 2 86 3
0 9 83 1
0 5 146 2
0 2 152 1
0 21 85 1
0 10 112 2
0 12 136 3
0 15 38 1
0 5 25 2
0 3 140 2
0 19 102 1
0 10 45 2
0 1 177 3
0 13 1 1
0 16 157 3
0 4 30 3
0 25 125 3
0 1 184 3
0 9 177 3
0 6 115 2
0 2 2 1
0 4 193 3
0 6 15 1
0 8 84 3
0 5 117 3
0 3 8 3
0 9 162 1
0 25 170 2
0 8 156 1
0 15 57 3
0 2 88 1
0 17 66 3
0 8 194 3
0 1 54 3
0 23 78 3
0 1 26 1
0 3 132 2
0 6 42 3
0 17 153 1
0 3 18 1
0 3 12 3
0 7 161 1
0 11 44 1
0 5 182 1
0 1 28 3
0 2 75 3
0 14 89 3
0 4 100 1
0 4 17 3
0 1 182 1
0 5 59 3
0 2 183 1
0 3 105 2
0 8 113 1
0 22 121 3
0 4 200 3
0 5 186 2
0 19 134 2
0 3 103 1
0 10 165 2
0 12 144 1
0 19 14 3
0 4 126 2
0 2 25 3
0 11 53 2
0 7 125 2
0 5 113 1
0 6 33 2
0 8 192 1
0 4 94 1
0 8 98 1
0 5 23 2
0 13 85 1
0 12 120 1
0 2 9 3
0 1 45 2
0 8 130 1
0 4 132 3
0 19 130 1
0 1 143 3
0 23 46 2
0 4 32 3
0 1 74 2
0 2 7 2
0 21 186 1
0 3 70 1
0 18 52 3
0 10 85 3
0 5 70 3
0 12 187 3
0 4 176 3
0 12 68 2
0 25 145 1
0 4 113 1
0 11 37 2
0 5 110 2
0 21 80 1
0 1 3 2
0 6 192 1
0 7 5 2
0 15 36 1
0 8 66 1
0 3 72 1
0 4 173 3
0 8 128 2
0 1 27 2
0 9 72 1
0 1 86 1
0 2 113 2
0 1 152 1
0 6 5 3
0 7 141 2
0 15 71 3
0 5 52 2
0 2 105 3
0 2 115 2
0 8 62 1
0 6 40 2
0 8 3 2
0 5 134 2
0 4 167 2
0 16 178 3
0 1 170 2
0 8 43 3
0 4 133 1
0 11 80 2
0 14 146 3
0 5 185 3
0 1 115 3
0 3 31 1
0 10 35 3
0 7 16 2
0 18 5 2
0 1 198 1
0 2 8 2
0 5 197 1
0 18 127 3
0 18 86 3
0 1 182 2
0 1 117 3
0 2 161 2
0 2 17 1
0 1 78 3
0 3 165 3
0 3 195 3
