900 100 3
30 60 700 9.00
0 6 81 1
0 20 46 2
0 16 90 1
0 7 48 3
0 17 64 2
0 12 38 3
0 6 76 2
0 21 37 3
0 2 46 1
0 13 47 1
0 2 46 3
0 2 28 3
0 6 68 1
0 3 21 3
0 2 73 1
0 23 44 2
0 5 20 3
0 9 17 3
0 2 61 2
0 12 98 3
0 4 59 3
0 3 30 3
0 1 87 2
0 1 36 3
0 17 1 3
0 12 80 2
0 5 93 2
0 3 6 1
0 2 55 3
0 7 11 1
0 1 92 2
0 1 47 2
0 16 49 1
0 17 40 3
0 19 86 1
0 3 72 3
0 10 58 1
0 24 88 2
0 8 73 3
0 18 82 2
0 7 92 1
0 18 57 2
0 2 48 3
0 21 20 1
0 21 67 1
0 1 96 1
0 6 55 2
0 15 85 3
0 14 49 2
0 1 60 2
0 4 63 2
0 5 77 1
0 8 85 2
0 6 68 3
0 3 11 2
0 4 9 1
0 12 40 2
0 2 38 3
0 10 8 1
0 6 25 1
0 1 26 2
0 21 90 1
0 1 40 2
0 3 65 2
0 3 7 2
0 4 52 2
0 3 99 3
0 5 58 1
0 20 71 2
0 13 52 2
0 19 71 2
0 2 53 2
0 8 44 3
0 5 15 1
0 2 58 1
0 1 5 3
0 4 41 1
0 4 28 3
0 15 4 1
0 5 54 2
0 5 19 3
0 14 99 1
0 4 55 2
0 8 18 3
0 1 72 1
0 8 25 1
0 2 63 2
0 5 39 2
0 14 80 3
0 9 79 2
0 3 64 2
0 11 46 1
0 7 25 1
0 6 67 2
0 7 68 1
0 13 51 3
0 7 67 1
0 2 83 1
0 9 79 3
0 1 19 1
0 3 55 2
0 2 26 1
0 4 8 2
0 2 97 3
0 6 47 2
0 3 90 2
0 6 82 1
0 3 26 1
0 3 32 3
0 7 53 1
0 4 50 1
0 4 94 3
0 12 83 1
0 15 52 2
0 2 50 1
0 1 56 2
0 5 29 2
0 5 50 2
0 8 64 2
0 10 23 3
0 6 70 1
0 8 87 1
0 20 4 2
0 4 72 2
0 24 40 3
0 6 24 1
0 2 65 2
0 1 26 1
0 25 91 3
0 24 31 1
0 1 76 3
0 25 69 1
0 2 11 1
0 20 33 1
0 7 61 3
0 7 26 2
0 10 58 1
0 21 44 1
0 15 74 2
0 11 48 3
0 7 80 2
0 9 36 2
0 5 53 1
0 6 58 2
0 21 37 2
0 3 55 2
0 1 3 1
0 2 18 2
0 9 92 1
0 6 41 2
0 1 49 1
0 8 99 3
0 8 2 3
0 1 25 3
0 25 32 2
0 8 29 3
0 8 67 3
0 11 38 3
0 9 24 2
0 3 87 2
0 4 72 2
0 15 68 3
0 7 2 1
0 6 57 1
0 5 16 2
0 6 33 3
0 20 65 2
0 19 62 1
0 6 50 3
0 11 16 2
0 7 97 2
0 5 38 3
0 4 87 3
0 1 22 1
0 15 49 2
0 16 44 3
0 5 19 1
0 3 20 3
0 13 31 2
0 1 5 3
0 6 92 1
0 13 37 2
0 8 62 2
0 19 4 2
0 2 58 1
0 6 36 1
0 10 8 1
0 20 1 1
0 3 59 3
0 18 48 1
0 9 92 1
0 23 42 1
0 2 96 1
0 2 20 2
0 6 63 3
0 15 70 3
0 17 44 2
0 9 53 1
0 3 39 2
0 22 89 1
0 4 52 3
0 2 37 1
0 7 33 1
0 7 71 3
0 11 57 2
0 8 18 2
0 7 57 2
0 20 47 3
0 2 49 1
0 1 1 1
0 5 67 1
0 15 67 1
0 15 97 1
0 19 1 2
0 3 75 2
0 17 76 3
0 15 37 3
0 5 27 2
0 9 95 3
0 2 63 3
0 5 75 1
0 1 90 1
0 2 73 3
0 16 77 3
0 9 40 2
0 1 88 1
0 9 37 1
0 5 69 2
0 2 42 1
0 9 13 3
0 1 6 2
0 20 54 1
0 17 72 2
0 15 91 2
0 8 75 3
0 14 25 1
0 6 98 1
0 5 80 1
0 6 23 2
0 6 85 2
0 1 44 2
0 24 31 3
0 6 24 3
0 1 25 1
0 21 94 3
0 1 6 3
0 2 58 3
0 16 98 2
0 3 2 3
0 2 25 3
0 4 7 3
0 9 42 2
0 7 32 1
0 9 88 1
0 1 38 2
0 12 52 3
0 9 14 2
0 10 92 3
0 3 85 3
0 9 8 2
0 1 52 2
0 1 81 2
0 14 69 1
0 1 36 2
0 9 92 3
0 7 57 2
0 2 25 1
0 2 53 2
0 9 89 3
0 8 74 1
0 3 62 3
0 2 25 2
0 9 44 3
0 10 33 2
0 1 6 3
0 21 19 3
0 6 60 1
0 7 15 2
0 3 40 3
0 2 68 2
0 9 15 2
0 4 81 1
0 13 80 1
0 2 37 3
0 7 14 3
0 17 2 1
0 4 75 1
0 2 35 3
0 17 26 3
0 11 16 1
0 6 15 1
0 25 85 3
0 2 77 2
0 19 100 1
0 8 91 1
0 13 59 3
0 4 22 1
0 2 75 1
0 17 70 2
0 23 86 3
0 15 5 3
0 6 81 3
0 9 9 2
0 10 10 3
0 5 85 2
0 14 13 2
0 21 28 2
0 7 61 3
0 1 3 2
0 9 37 2
0 6 5 3
0 1 40 3
0 9 65 1
0 11 73 2
0 3 44 1
0 4 81 2
0 11 99 3
0 8 25 3
0 10 28 1
0 11 49 1
0 11 76 3
0 10 30 3
0 3 23 2
0 19 11 3
0 8 44 2
0 7 43 2
0 12 70 3
0 15 69 3
0 11 71 3
0 25 21 1
0 15 100 3
0 3 66 3
0 11 18 1
0 6 61 2
0 6 19 2
0 13 79 2
0 5 30 1
0 5 26 3
0 10 50 3
0 9 69 1
0 7 34 2
0 5 17 2
0 13 67 1
0 10 100 1
0 8 10 1
0 22 68 2
0 14 51 3
0 12 41 2
0 15 22 3
0 18 18 3
0 1 45 1
0 8 69 2
0 15 2 1
0 8 17 3
0 5 90 3
0 3 9 3
0 8 87 3
0 6 8 3
0 12 80 1
0 4 50 1
0 1 47 1
0 4 32 1
0 11 43 2
0 5 5 2
0 6 73 1
0 16 14 3
0 11 7 2
0 8 84 1
0 1 5 2
0 10 65 2
0 19 32 1
0 19 87 2
0 17 40 1
0 3 92 3
0 3 85 2
0 7 85 1
0 13 64 2
0 9 76 1
0 13 60 2
0 2 71 3
0 5 89 1
0 1 37 2
0 3 15 3
0 2 7 2
0 14 59 3
0 12 71 2
0 7 70 1
0 1 21 2
0 2 35 3
0 16 20 1
0 8 22 3
0 3 38 1
0 1 75 2
0 1 19 2
0 7 11 3
0 6 61 3
0 1 29 2
0 1 54 2
0 10 85 1
0 19 58 2
0 21 23 3
0 1 11 1
0 8 90 3
0 1 80 2
0 3 64 1
0 4 3 1
0 12 42 1
0 1 43 2
0 1 96 1
0 8 63 3
0 17 77 1
0 2 35 2
0 12 89 1
0 10 37 3
0 21 63 2
0 23 11 3
0 5 30 1
0 3 41 1
0 8 71 2
0 7 82 3
0 3 87 3
0 15 98 1
0 9 64 1
0 11 93 3
0 9 52 3
0 8 73 2
0 1 3 2
0 18 52 1
0 15 73 3
0 1 63 1
0 20 99 1
0 2 78 1
0 2 64 1
0 7 45 3
0 3 24 3
0 6 5 1
0 1 36 3
0 3 94 2
0 3 50 1
0 8 97 3
0 2 97 3
0 1 55 2
0 12 36 2
0 4 96 2
0 17 97 1
0 12 80 1
0 10 36 1
0 1 3 3
0 9 7 2
0 20 94 3
0 8 62 1
0 8 80 3
0 20 77 2
0 8 13 1
0 24 83 1
0 8 3 2
0 14 67 1
0 12 76 2
0 1 14 2
0 1 82 1
0 13 26 3
0 14 39 1
0 10 46 1
0 9 98 3
0 3 49 1
0 1 100 2
0 2 90 3
0 16 9 3
0 6 72 3
0 3 58 3
0 3 97 3
0 1 8 3
0 3 57 3
0 5 34 1
0 18 74 1
0 2 93 2
0 4 93 1
0 9 46 3
0 1 69 3
0 2 33 2
0 2 86 3
0 6 3 1
0 8 46 2
0 12 59 2
0 7 82 2
0 6 14 1
0 8 44 1
0 7 57 1
0 15 72 3
0 12 55 1
0 9 33 3
0 8 83 2
0 4 39 2
0 7 87 2
0 1 36 3
0 2 43 2
0 6 100 2
0 23 42 2
0 3 2 2
0 6 47 3
0 11 68 1
0 5 55 2
0 19 90 2
0 1 83 1
0 7 11 1
0 1 32 3
0 4 12 2
0 10 27 1
0 11 60 3
0 5 83 2
0 1 24 2
0 19 91 2
0 13 21 1
0 1 14 1
0 11 41 1
0 4 62 1
0 4 74 1
0 8 100 3
0 5 100 1
0 1 5 1
0 12 88 3
0 2 29 2
0 8 49 2
0 5 20 1
0 1 92 2
0 5 16 2
0 7 35 2
