2800 400 3
30 60 700 9.00
0 14 32 1
0 1 365 2
0 2 362 1
0 2 354 3
0 10 171 3
0 14 84 3
0 1 361 2
0 2 284 1
0 1 59 1
0 13 76 2
0 2 237 3
0 3 381 2
0 7 381 3
0 1 277 3
0 1 290 1
0 16 396 3
0 5 135 3
0 19 42 3
0 23 339 1
0 11 400 3
0 18 38 3
0 5 254 2
0 3 130 1
0 1 108 2
0 10 113 3
0 1 194 3
0 23 91 3
0 9 234 2
0 22 180 2
0 2 60 2
0 13 214 2
0 5 338 3
0 7 358 1
0 3 170 3
0 19 72 2
0 2 214 2
0 11 198 3
0 14 219 1
0 13 119 2
0 10 244 3
0 17 25 1
0 22 214 1
0 1 104 1
0 2 63 1
0 12 262 3
0 6 226 3
0 2 221 2
0 4 239 2
0 2 43 1
0 17 45 2
0 13 74 3
0 9 88 3
0 3 98 1
0 1 375 2
0 9 203 2
0 9 309 1
0 21 345 3
0 7 224 3
0 11 323 1
0 2 262 1
0 1 71 2
0 6 58 1
0 20 351 3
0 5 161 1
0 13 374 2
0 8 8 2
0 14 286 1
0 6 211 2
0 15 150 3
0 9 116 2
0 1 118 2
0 9 306 2
0 8 385 3
0 3 364 1
0 3 106 3
0 21 66 2
0 11 143 1
0 18 8 2
0 4 249 3
0 9 273 2
0 12 244 3
0 13 98 1
0 8 139 1
0 1 332 1
0 3 247 1
0 13 164 3
0 8 64 1
0 3 309 1
0 7 199 2
0 8 63 1
0 1 293 3
0 3 372 3
0 3 77 1
0 6 301 3
0 13 337 3
0 9 141 3
0 7 311 3
0 4 294 1
0 2 352 1
0 8 33 3
0 10 144 2
0 11 87 2
0 6 317 3
0 1 21 3
0 2 240 1
0 14 40 2
0 12 351 2
0 1 150 3
0 1 351 3
0 5 126 3
0 7 396 2
0 5 400 2
0 14 261 1
0 16 369 3
0 20 103 1
0 2 39 3
0 1 80 2
0 7 49 3
0 12 381 1
0 14 236 2
0 1 352 3
0 7 334 2
0 14 92 1
0 7 222 2
0 1 18 3
0 8 164 2
0 4 92 1
0 14 269 2
0 15 30 1
0 1 216 3
0 2 315 2
0 6 113 3
0 4 207 1
0 1 386 1
0 3 321 3
0 9 284 1
0 4 164 2
0 11 346 1
0 8 192 2
0 3 252 3
0 1 102 3
0 12 328 3
0 20 371 3
0 2 325 1
0 12 112 1
0 20 191 3
0 2 302 1
0 1 342 1
0 3 275 3
0 16 21 3
0 8 248 3
0 1 349 3
0 6 145 2
0 9 330 2
0 6 104 1
0 7 267 1
0 12 268 1
0 2 102 2
0 1 241 2
0 18 17 3
0 3 239 3
0 12 82 3
0 18 73 2
0 7 56 3
0 15 267 2
0 13 279 3
0 7 136 3
0 7 148 2
0 10 236 3
0 17 285 2
0 24 125 3
