500 100 3
30 60 700 9.00
0 2 78 1
0 7 49 1
0 6 31 3
0 14 59 3
0 12 92 1
0 4 50 1
0 3 75 1
0 22 33 1
0 5 19 2
0 2 47 2
0 8 9 1
0 1 38 3
0 11 44 3
0 10 50 2
0 1 41 1
0 6 91 3
0 15 88 3
0 20 77 2
0 4 85 1
0 6 32 2
0 3 26 3
0 9 17 2
0 3 93 3
0 22 45 3
0 1 31 2
0 2 95 3
0 7 65 3
0 24 18 3
0 7 16 2
0 10 47 2
0 4 4 2
0 2 94 1
0 3 15 1
0 8 89 1
0 23 3 2
0 1 47 2
0 4 47 2
0 7 97 1
0 2 100 3
0 16 16 3
0 1 36 2
0 10 6 3
0 1 6 2
0 5 87 3
0 2 80 2
0 1 60 3
0 5 62 2
0 13 13 2
0 12 55 3
0 1 18 1
0 12 78 2
0 6 45 2
0 6 64 3
0 6 58 3
0 2 71 2
0 1 54 2
0 4 7 3
0 11 71 1
0 3 88 2
0 13 61 2
0 12 78 1
0 5 25 3
0 12 57 2
0 10 56 2
0 11 47 1
0 4 100 2
0 10 31 2
0 1 12 2
0 5 34 1
0 16 81 2
0 7 31 1
0 10 51 3
0 5 75 1
0 9 85 1
0 6 88 3
0 3 9 2
0 19 60 2
0 3 26 1
0 25 61 3
0 1 68 2
0 16 1 3
0 1 19 3
0 3 21 2
0 12 42 2
0 13 28 3
0 3 57 1
0 9 16 3
0 7 77 3
0 9 18 1
0 11 71 3
0 8 81 3
0 8 47 2
0 11 74 3
0 12 29 1
0 5 63 1
0 1 83 3
0 6 12 3
0 2 42 3
0 22 41 2
0 24 79 2
0 12 97 3
0 12 48 1
0 16 48 2
0 6 5 1
0 25 9 1
0 8 65 2
0 16 30 3
0 3 21 3
0 7 3 1
0 19 95 3
0 9 22 1
0 4 98 3
0 5 35 3
0 13 7 3
0 3 3 3
0 4 16 3
0 7 6 1
0 8 81 3
0 1 17 3
0 20 3 3
0 9 38 2
0 3 18 2
0 6 8 1
0 18 58 1
0 18 86 2
0 18 41 1
0 11 28 2
0 1 16 2
0 20 12 2
0 6 54 1
0 16 9 1
0 15 76 2
0 2 30 3
0 11 47 3
0 1 94 1
0 15 27 3
0 9 85 1
0 24 63 3
0 3 94 3
0 2 16 2
0 9 65 2
0 19 99 1
0 1 68 3
0 3 88 2
0 13 86 3
0 2 86 1
0 1 32 2
0 5 22 2
0 8 83 3
0 7 19 3
0 2 13 1
0 4 17 2
0 18 63 3
0 21 52 2
0 12 95 1
0 12 24 3
0 1 84 3
0 10 62 1
0 4 63 3
0 3 53 2
0 6 93 2
0 13 33 3
0 13 86 2
0 5 60 3
0 1 67 1
0 1 99 3
0 23 2 3
0 11 20 3
0 13 73 1
0 5 15 1
0 13 53 1
0 1 69 3
0 2 55 2
0 3 32 2
0 4 64 1
0 1 97 3
0 22 9 3
0 5 82 1
0 7 100 1
0 4 56 2
0 6 71 1
0 3 19 2
0 3 31 2
0 2 19 3
0 6 62 3
0 11 26 2
0 3 69 2
0 12 85 3
0 1 86 3
0 1 80 2
0 10 61 3
0 6 93 2
0 17 93 3
0 1 56 3
0 1 85 3
0 9 33 2
0 17 42 3
0 2 98 1
0 13 27 2
0 3 96 1
0 2 50 1
0 7 63 2
0 12 6 2
0 20 94 2
0 15 33 1
0 11 82 3
0 21 3 2
0 5 17 3
0 3 11 2
0 16 36 2
0 7 34 3
0 13 57 3
0 9 85 2
0 7 47 1
0 5 91 2
0 4 35 1
0 9 86 1
0 6 76 2
0 3 59 1
0 9 71 2
0 11 20 2
0 13 96 1
0 3 7 2
0 6 32 3
0 1 42 2
0 6 97 2
0 1 1 3
0 11 30 1
0 16 84 3
0 5 45 3
0 17 94 2
