700 100 3
30 60 700 9.00
0 14 48 3
0 6 13 2
0 10 89 1
0 21 77 2
0 10 95 2
0 2 13 3
0 3 39 2
0 7 76 2
0 24 93 1
0 19 79 1
0 14 50 2
0 15 20 1
0 24 51 1
0 7 47 2
0 24 54 3
0 16 76 3
0 4 1 3
0 1 74 1
0 8 23 1
0 3 14 1
0 3 1 1
0 18 8 2
0 14 51 2
0 18 90 3
0 2 29 1
0 1 87 2
0 11 84 1
0 1 83 2
0 2 33 3
0 3 92 3
0 2 32 1
0 10 95 3
0 9 74 1
0 17 20 3
0 11 7 1
0 1 6 3
0 3 21 3
0 1 96 1
0 6 19 3
0 14 47 1
0 8 90 3
0 24 20 2
0 9 98 1
0 10 89 3
0 5 27 1
0 3 42 3
0 17 41 1
0 4 51 1
0 6 21 2
0 9 72 2
0 1 68 3
0 13 67 1
0 16 55 2
0 19 26 3
0 3 80 1
0 3 48 3
0 7 25 1
0 16 23 1
0 8 75 2
0 3 20 3
0 21 59 1
0 23 75 2
0 17 33 2
0 1 94 1
0 12 66 2
0 11 10 2
0 8 87 1
0 20 20 2
0 21 27 3
0 8 76 3
0 13 77 1
0 7 79 2
0 10 64 1
0 10 25 1
0 10 44 2
0 17 61 1
0 22 66 1
0 10 16 2
0 6 49 3
0 6 15 1
0 1 48 2
0 2 1 3
0 3 85 1
0 1 37 1
0 15 69 1
0 9 98 2
0 3 81 3
0 7 9 3
0 4 49 3
0 5 33 3
0 20 92 2
0 23 24 1
0 20 9 1
0 3 59 3
0 1 93 1
0 1 17 2
0 12 68 1
0 1 7 3
0 6 84 3
0 5 76 2
0 15 43 2
0 2 11 2
0 3 37 1
0 21 12 1
0 3 57 1
0 16 2 2
0 7 42 2
0 5 42 1
0 16 59 1
0 25 99 2
0 4 2 3
0 1 22 3
0 2 71 1
0 22 86 3
0 7 21 3
0 1 89 2
0 11 40 2
0 21 92 2
0 1 71 3
0 8 56 1
0 16 8 2
0 25 30 1
0 5 32 3
0 14 20 1
0 6 99 1
0 3 58 2
0 6 2 3
0 6 40 1
0 20 54 1
0 12 6 3
0 14 3 1
0 1 96 1
0 14 20 1
0 9 35 3
0 1 23 1
0 13 56 1
0 5 92 1
0 2 20 1
0 7 26 2
0 3 88 2
0 6 68 3
0 2 68 3
0 6 68 3
0 4 78 1
0 3 94 3
0 1 25 2
0 4 1 3
0 5 94 3
0 19 72 2
0 2 41 1
0 25 62 2
0 1 80 2
0 12 69 2
0 13 71 2
0 25 7 3
0 10 84 1
0 24 6 2
0 14 88 1
0 20 76 1
0 11 55 3
0 12 65 3
0 14 55 3
0 9 12 1
0 10 44 2
0 13 64 3
0 6 52 1
0 3 96 3
0 5 22 3
0 9 78 3
0 18 83 2
0 6 20 1
0 17 7 1
0 5 98 2
0 7 79 1
0 2 50 2
0 1 47 2
0 5 63 3
0 20 75 2
0 10 52 2
0 5 6 1
0 17 47 2
0 3 49 1
0 17 63 2
0 1 51 3
0 2 40 1
0 13 52 1
0 5 37 2
0 1 73 3
0 11 73 1
0 5 37 2
0 2 30 1
0 2 23 1
0 14 5 3
0 22 59 1
0 19 48 2
0 13 72 1
0 7 54 3
0 11 90 2
0 6 45 3
0 5 100 1
0 4 10 2
0 6 35 1
0 15 81 2
0 13 74 1
0 1 92 1
0 1 8 1
0 2 49 1
0 20 39 2
0 1 7 3
0 8 67 3
0 6 64 1
0 16 59 1
0 14 26 1
0 22 25 3
0 25 46 3
0 24 57 1
0 1 27 2
0 10 34 1
0 17 34 1
0 2 93 3
0 14 95 1
0 2 36 2
0 13 55 1
0 2 24 2
0 1 75 3
0 6 5 2
0 5 57 1
0 2 32 1
0 5 76 1
0 1 52 3
0 5 87 1
0 20 49 1
0 2 92 2
0 2 15 1
0 6 30 1
0 13 22 3
0 20 100 2
0 13 82 3
0 1 100 2
0 14 92 3
0 24 32 2
0 8 11 3
0 20 97 1
0 1 61 1
0 3 96 1
0 1 13 2
0 7 57 1
0 24 67 1
0 14 86 1
0 12 53 3
0 3 12 3
0 7 59 2
0 1 60 2
0 19 61 3
0 4 4 1
0 9 75 3
0 2 98 3
0 9 78 1
0 6 12 1
0 4 58 1
0 3 37 2
0 20 99 3
0 1 91 1
0 8 41 1
0 2 43 3
0 2 11 1
0 14 77 3
0 7 14 1
0 1 31 3
0 8 26 3
0 4 98 3
0 22 99 2
0 11 33 1
0 9 67 2
0 15 38 3
0 4 52 1
0 18 31 2
0 2 39 2
0 10 10 1
0 4 88 2
0 2 5 2
0 24 80 3
0 6 75 1
0 22 50 1
0 8 5 1
0 14 65 1
0 4 5 2
0 9 49 1
0 5 75 2
0 3 88 2
0 9 42 3
0 10 72 1
0 25 44 3
0 4 86 3
0 3 86 1
0 2 96 1
0 15 100 3
0 4 88 2
0 3 35 2
0 5 69 1
0 4 52 1
0 7 8 2
0 3 97 2
0 8 58 1
0 3 29 3
0 9 12 1
0 14 93 3
0 22 37 2
0 8 13 3
0 23 45 1
0 9 75 3
0 14 22 3
0 11 77 1
0 4 22 1
0 6 85 1
0 17 49 2
0 20 55 1
0 4 62 2
0 3 90 3
0 25 19 1
0 20 17 3
0 1 12 1
0 3 44 3
0 6 98 2
0 9 10 2
0 4 18 2
0 2 56 1
0 5 60 2
0 6 63 2
0 5 15 1
0 2 86 2
0 7 75 1
0 6 32 2
0 15 42 2
0 11 82 3
0 3 70 2
0 16 72 2
0 5 75 2
0 23 4 2
0 21 36 1
0 10 97 2
0 23 9 2
0 10 60 2
0 5 23 2
0 9 75 3
0 5 45 1
0 8 80 2
0 4 49 3
0 5 89 3
0 14 96 3
0 16 23 3
0 6 52 3
0 2 79 2
0 15 8 1
0 4 82 3
0 2 36 1
0 1 84 1
0 4 44 3
0 16 63 2
0 1 35 1
0 11 18 2
0 16 88 3
0 7 2 3
0 14 42 2
0 4 74 1
0 7 91 3
0 4 78 1
0 4 80 2
0 7 76 2
0 7 18 3
0 25 11 3
0 5 13 3
0 13 68 2
0 12 25 3
0 13 35 1
0 4 77 3
0 19 40 1
0 7 50 2
0 10 43 1
0 7 59 3
0 3 52 3
0 2 80 3
0 2 63 3
0 5 37 2
0 4 66 2
0 5 58 3
0 9 85 2
0 5 61 1
0 5 17 1
0 3 87 3
0 22 33 2
0 13 5 2
0 8 53 3
0 15 52 3
0 6 25 3
0 23 9 1
0 4 92 1
0 21 47 3
0 12 1 3
0 5 44 3
0 16 23 3
0 15 5 1
0 13 67 1
0 1 93 3
0 19 98 1
0 11 48 1
0 11 86 2
0 24 7 2
0 8 58 3
0 24 42 3
0 5 68 1
0 8 1 2
0 12 95 2
0 11 68 2
0 4 51 3
0 21 21 3
0 16 10 3
0 1 22 3
0 7 13 2
0 4 57 3
0 8 3 1
0 5 30 2
0 6 2 3
0 19 47 1
0 8 86 2
0 9 28 2
0 2 82 2
0 1 17 3
0 7 67 1
0 3 97 1
0 7 52 1
0 1 63 1
0 15 82 1
0 19 54 3
0 6 99 2
0 1 100 1
0 6 2 3
0 4 1 1
0 8 100 1
0 16 26 2
0 2 66 2
0 3 19 3
0 9 80 3
0 1 95 2
0 10 11 1
0 12 38 2
0 10 99 1
0 13 26 1
0 7 50 2
0 14 98 2
0 19 3 3
0 21 96 1
0 3 46 1
0 5 96 3
0 3 56 3
0 1 16 3
0 12 56 2
0 3 33 2
0 2 88 1
0 8 29 3
0 4 76 1
0 11 97 3
0 5 96 2
0 18 42 3
0 11 98 1
0 7 23 2
0 7 72 3
0 5 38 1
0 18 3 1
0 14 60 2
0 4 13 3
0 3 47 3
0 19 70 1
0 13 87 1
0 5 32 1
0 2 45 3
0 10 52 2
0 13 12 1
0 13 2 1
0 3 15 2
0 4 39 3
0 11 79 2
0 21 30 1
0 7 21 2
0 2 58 2
0 14 85 1
0 2 1 1
0 25 83 2
0 22 64 3
0 18 22 3
0 22 57 2
0 8 38 1
0 16 14 1
0 12 35 2
0 9 85 1
0 23 91 3
0 15 57 2
0 9 80 3
0 9 52 1
0 3 73 3
0 4 87 3
0 13 46 2
0 10 30 3
0 15 65 3
0 6 66 3
0 21 48 3
0 5 73 2
0 2 28 3
0 4 15 1
0 19 50 2
0 8 78 1
0 21 92 1
0 6 23 3
0 3 89 1
0 4 28 1
0 15 61 1
0 10 45 1
0 2 87 1
0 1 52 2
0 7 15 3
0 7 46 3
0 23 61 2
0 17 27 2
0 11 21 3
0 8 84 3
0 1 69 2
0 6 25 3
0 1 23 1
0 9 42 1
0 14 78 1
0 9 93 3
0 19 40 2
0 6 68 1
0 8 98 1
0 4 21 2
0 13 1 2
0 12 21 2
0 11 16 1
0 7 66 2
0 2 57 2
0 9 71 1
0 2 27 2
0 3 54 2
0 5 66 3
0 10 35 2
0 3 61 2
0 2 61 2
0 5 40 1
0 4 36 2
0 6 56 2
0 6 88 2
0 12 5 2
0 14 77 3
0 17 44 1
0 4 70 2
0 3 89 2
0 9 16 2
0 24 15 1
0 4 10 1
0 5 91 1
1 16 96 2
1 17 78 3
1 2 66 3
1 2 5 3
1 1 15 1
1 7 68 1
1 3 21 3
1 2 61 1
1 6 47 3
1 17 66 3
1 9 69 3
1 4 92 1
1 7 81 1
1 17 98 1
1 17 92 2
1 19 15 3
1 1 95 1
1 8 64 2
1 11 94 3
1 7 22 3
1 7 55 3
1 13 45 1
1 3 66 1
1 14 33 1
1 7 11 1
1 10 35 2
1 7 86 2
1 7 55 2
1 1 29 2
1 6 82 2
1 2 72 1
1 13 61 2
1 8 38 1
1 3 43 2
1 3 6 1
1 15 42 2
1 14 6 3
1 6 24 3
1 8 99 2
1 4 80 1
1 6 65 1
1 1 22 3
1 5 34 1
1 3 89 1
1 7 70 2
1 2 58 2
1 2 54 2
1 5 58 2
1 8 88 2
1 3 44 3
1 3 75 2
1 2 52 1
1 5 20 1
1 11 45 3
1 4 52 3
1 21 70 2
1 6 24 3
1 15 76 2
1 13 43 2
1 9 87 2
1 12 71 3
1 1 29 2
1 9 82 2
1 1 48 2
1 2 34 1
1 9 75 3
1 16 99 1
1 8 50 2
1 1 86 2
1 12 82 3
1 21 66 2
1 12 38 3
1 11 30 1
1 15 69 2
1 16 47 1
1 9 24 2
1 24 85 2
1 14 57 2
1 15 6 2
1 17 34 1
1 16 33 2
1 8 1 1
1 17 6 2
1 5 44 3
1 3 16 2
1 2 35 1
1 4 90 2
1 8 10 1
1 2 40 2
1 15 28 1
1 7 47 1
1 7 4 2
1 11 1 2
1 10 37 3
1 8 34 3
1 10 70 2
1 13 16 1
1 1 70 1
1 10 52 3
1 13 53 3
1 2 87 3
1 13 12 3
1 18 50 3
1 8 44 3
1 5 23 1
1 8 4 1
1 7 75 2
1 8 9 2
1 11 10 1
1 10 63 1
1 11 16 3
1 7 81 1
1 3 48 3
1 1 40 3
1 5 73 1
1 17 26 2
1 4 11 3
1 12 39 1
1 6 67 1
1 23 9 2
1 15 19 3
1 7 27 3
1 12 86 3
1 17 79 3
1 15 96 1
1 3 28 1
1 10 23 3
1 6 88 3
1 9 18 3
1 19 5 2
1 3 53 3
1 2 95 1
1 7 40 2
1 8 4 1
1 6 54 2
1 6 24 3
1 9 62 2
1 2 38 1
1 6 70 1
1 6 91 2
0 13792 1358 15227 18378 18729 19360 12361 11618 10266 20316 17620 6464 821 6068 10495 14774 5992 9442 10140 7247 17598 4770 15533 14202 10056 4532 5801 18969 7386 9071 11703 8833 8344 7325 6347 12255 11572 17743 13125 13318 10332 13436 19947 11043 7894 13939 21864 6846 3702 17953 6559 9397 7553 11248 15069 13999 16418 15801 11927 15474 2893 17028 2653 19561 8049 9324 13595 3002 17472 3746 9286 4138 15814 13646 15527 18191 9192 19701 6093 18818 10018 17659 2707 7257 13271 10816 12900 19874 9897 2060 3536 681 11824 16132 17366 12736 7112 19957 4201 11905
13792 0 12605 5559 5022 5210 7513 15925 2277 17015 10986 4466 11590 12976 8215 4683 7944 13670 9846 7540 9568 4107 12136 3038 6882 5428 10011 12564 5187 7918 16239 11091 4971 8368 7273 7857 3606 13976 12175 7047 3616 3461 1749 6669 14074 6382 1612 15358 7054 15367 10166 8075 6083 11811 7352 2648 1822 3638 12057 2421 4935 13231 13068 13150 14385 10014 4573 1581 11893 4565 10545 8254 11629 2454 10008 6939 4497 17655 15161 8132 8531 5780 11404 14758 17182 2351 10144 5076 11743 9566 13139 13461 14239 15680 10431 7908 14686 6737 6173 10922 3636
1358 12605 0 13878 17111 17614 18023 11480 10399 9683 18960 16543 5319 668 5202 9169 13420 6455 8160 8788 5933 16347 3696 14478 12844 9182 3926 4804 17765 6685 8481 10468 7634 6997 6470 5435 11284 10544 16439 11769 11996 9157 12173 18873 10047 6928 12680 20566 5785 3732 16605 5769 8049 6430 10630 14006 12912 15359 14531 10837 14136 2163 15769 1899 18288 7773 8088 12496 1763 16183 3133 8758 2939 14567 12340 14169 16963 8838 18453 4769 17462 9187 16336 2766 7088 12220 9544 11550 18529 8601 2566 2851 1643 10950 14807 16008 11719 5882 18778 2890 10591
