500 100 3
30 60 700 9.00
0 11 74 2
0 19 39 3
0 4 44 3
0 12 73 2
0 7 22 2
0 1 90 2
0 10 77 1
0 1 26 3
0 4 12 1
0 15 29 3
0 4 48 2
0 2 57 3
0 11 30 1
0 19 36 3
0 8 36 2
0 18 99 1
0 8 51 2
0 11 15 1
0 11 67 2
0 11 29 1
0 25 92 3
0 3 88 1
0 14 52 2
0 19 33 3
0 16 59 3
0 14 10 2
0 7 59 3
0 22 27 1
0 10 90 1
0 22 76 1
0 15 95 3
0 5 86 1
0 5 39 2
0 2 15 1
0 3 95 3
0 1 21 2
0 7 85 1
0 8 97 3
0 3 29 2
0 1 95 3
0 20 97 1
0 1 20 2
0 1 89 2
0 4 78 2
0 3 88 1
0 9 99 1
0 11 14 3
0 6 27 2
0 5 63 3
0 3 13 3
0 10 4 2
0 24 52 1
0 9 24 3
0 2 87 3
0 10 54 3
0 6 9 2
0 6 33 3
0 16 59 3
0 1 12 2
0 13 18 3
0 7 81 2
0 1 93 1
0 2 87 3
0 1 35 3
0 21 14 3
0 16 94 3
0 6 82 2
0 9 50 2
0 15 23 2
0 2 93 2
0 6 74 2
0 6 16 3
0 3 39 1
0 16 100 1
0 1 58 2
0 8 90 1
0 7 48 2
0 14 76 1
0 5 92 2
0 18 8 2
0 11 28 2
0 9 66 3
0 4 1 3
0 12 9 2
0 4 38 3
0 19 31 3
0 19 65 3
0 2 9 1
0 8 12 1
0 7 44 3
0 22 64 2
0 4 22 2
0 2 71 3
0 1 75 1
0 23 58 2
0 2 6 3
0 5 22 3
0 8 14 1
0 1 10 2
0 16 6 2
0 17 29 1
0 8 23 3
0 1 19 3
0 14 52 2
0 6 62 3
0 3 99 2
0 13 98 1
0 23 74 1
0 1 79 1
0 3 15 3
0 9 65 3
0 9 97 3
0 3 53 2
0 8 29 2
0 1 12 2
0 25 90 2
0 5 7 2
0 13 13 3
0 7 83 2
0 3 89 2
0 3 64 2
0 9 88 2
0 4 3 1
0 6 10 2
0 9 95 1
0 7 80 1
0 4 5 2
0 7 69 1
0 8 80 2
0 13 38 1
0 3 23 3
0 9 94 2
0 6 24 2
0 11 1 3
0 13 55 2
0 8 67 3
0 2 71 2
0 1 35 3
0 5 69 2
0 16 90 1
0 2 56 1
0 1 35 1
0 1 100 1
0 1 90 1
0 6 88 1
0 15 93 1
0 4 35 1
0 14 47 2
0 10 32 3
0 15 30 1
0 5 54 1
0 5 92 3
0 3 22 1
0 19 61 1
0 2 59 2
0 6 82 1
0 14 43 2
0 9 59 2
0 2 18 2
0 13 53 1
0 1 5 1
0 8 96 2
0 18 52 3
0 5 95 2
0 4 86 3
0 4 87 1
0 11 27 3
0 8 96 3
0 14 12 2
0 2 27 3
0 1 16 3
0 14 90 2
0 5 33 1
0 6 47 1
0 7 39 1
0 12 87 3
0 2 54 2
0 9 85 3
0 15 9 1
0 1 64 2
0 16 2 3
0 19 12 3
0 3 20 3
0 4 77 2
0 18 2 3
0 15 68 3
0 1 15 3
0 1 79 3
0 16 77 2
0 14 36 2
0 8 48 1
0 10 60 3
0 1 49 3
0 11 83 2
0 2 61 3
0 3 42 2
0 8 84 2
0 9 62 1
0 13 67 1
0 5 9 2
0 8 31 3
0 7 86 3
0 12 96 3
0 23 83 2
0 22 40 3
0 6 77 1
0 4 94 2
0 4 50 2
0 16 61 3
0 15 38 1
0 2 46 1
0 2 61 3
0 19 26 3
0 1 57 1
0 1 94 2
0 12 60 1
0 8 35 3
0 2 31 2
0 5 36 2
0 1 19 1
0 6 87 1
0 15 68 2
0 6 64 2
0 1 2 1
0 13 12 1
0 20 38 2
0 18 47 1
0 7 34 3
0 2 56 3
0 22 29 2
0 2 23 2
0 16 98 1
0 13 94 3
0 9 54 2
0 3 94 3
0 9 78 3
0 2 75 1
0 17 74 3
0 2 51 2
0 6 71 1
0 11 68 1
0 11 58 3
0 10 77 1
0 1 28 3
0 1 35 3
0 9 76 1
0 1 45 1
0 4 43 2
0 3 19 3
0 2 45 1
0 5 69 2
0 9 51 2
0 6 33 3
0 5 25 3
0 4 61 2
0 1 46 1
0 18 70 2
0 8 54 2
0 12 30 2
0 4 38 3
0 1 58 3
0 11 6 2
0 1 56 2
0 17 30 3
0 13 34 1
0 5 58 3
0 7 64 3
0 14 68 2
0 16 47 3
0 3 33 1
0 3 19 2
0 16 20 1
0 2 99 2
0 13 20 1
0 5 74 2
0 8 10 1
0 11 58 1
0 5 61 1
0 4 13 1
0 14 19 1
0 1 56 3
0 5 18 2
0 5 38 2
0 5 3 2
0 13 43 2
