450 50 3
30 60 700 9.00
0 16 8 1
0 4 10 3
0 12 37 2
0 14 21 1
0 1 14 3
0 7 20 1
0 7 50 3
0 25 12 2
0 25 47 2
0 15 14 2
0 3 37 2
0 4 42 1
0 19 28 2
0 2 47 1
0 8 41 1
0 7 6 2
0 6 22 1
0 6 21 1
0 11 3 2
0 14 24 2
0 11 27 1
0 12 41 2
0 1 41 1
0 15 34 2
0 5 37 2
0 10 31 1
0 6 29 2
0 6 16 1
0 16 12 3
0 9 19 3
0 19 26 3
0 4 22 3
0 10 15 3
0 2 11 3
0 7 24 1
0 11 7 1
0 2 14 1
0 1 37 3
0 13 49 3
0 16 4 1
0 25 24 3
0 18 49 3
0 12 8 3
0 1 11 2
0 5 18 3
0 5 37 3
0 17 39 3
0 4 23 1
0 9 44 2
0 20 50 3
0 4 11 3
0 9 39 2
0 5 10 3
0 12 22 1
0 17 41 3
0 2 13 3
0 1 44 2
0 12 40 1
0 6 22 3
0 3 46 3
0 8 6 1
0 3 42 3
0 6 15 1
0 6 21 3
0 2 50 3
0 13 26 2
0 11 3 1
0 8 25 1
0 14 27 2
0 3 43 1
0 23 12 3
0 9 2 1
0 1 10 1
0 7 10 3
0 12 44 3
0 7 17 1
0 25 22 2
0 8 14 1
0 5 36 1
0 7 16 1
0 2 23 1
0 2 50 3
0 4 16 1
0 4 2 2
0 2 35 1
0 7 13 2
0 3 48 2
0 11 23 1
0 23 34 2
0 10 30 1
0 3 36 2
0 19 50 1
0 1 4 3
0 4 17 1
0 20 24 3
0 20 33 2
0 2 12 2
0 19 12 3
0 4 20 3
0 22 23 2
0 5 6 3
0 6 35 3
0 4 22 2
0 16 16 2
0 2 41 3
0 6 13 2
0 20 32 1
0 8 37 1
0 15 29 1
0 3 38 1
0 13 11 1
0 3 27 2
0 8 3 3
0 6 11 1
0 6 22 2
0 1 47 3
0 6 4 2
0 20 20 3
0 2 45 3
0 1 19 3
0 19 27 1
0 6 46 1
0 9 9 2
0 13 13 1
0 20 10 2
0 9 1 2
0 7 1 1
0 1 8 2
0 2 2 1
0 1 20 3
0 1 28 3
0 2 32 2
0 8 17 2
0 4 18 1
0 1 50 3
0 11 6 1
0 20 37 1
0 10 5 2
0 22 41 2
0 3 46 3
0 8 25 3
0 1 13 1
0 4 2 1
0 14 41 1
0 10 3 2
0 25 18 2
0 10 12 2
0 5 42 3
0 14 25 3
0 9 30 3
0 17 50 3
0 8 48 1
0 7 47 3
0 25 39 1
0 17 14 3
0 5 37 1
0 16 20 3
0 1 34 1
0 3 30 1
0 16 15 2
0 11 44 3
0 9 42 3
0 3 49 1
0 1 45 3
0 5 2 2
0 3 34 2
0 2 45 2
0 6 45 3
0 17 34 2
0 23 9 3
0 7 30 3
0 16 30 3
0 3 13 1
0 9 9 1
0 4 5 3
0 3 15 3
0 9 33 1
0 4 25 3
0 9 22 3
0 1 2 1
0 10 4 3
0 6 49 3
0 6 39 1
0 6 32 2
0 22 24 1
0 3 39 3
0 19 20 2
0 1 44 2
0 8 31 3
0 18 23 1
0 17 3 1
0 16 49 1
0 3 38 1
0 25 37 1
0 9 23 2
0 1 4 1
0 6 33 3
