279 29 4
30 60 700 9.00
2 15 24  1
1 10 9   1
1 24 3   1
0 17 9   1
0 6  22  1
2 5  9   1
2 3  2   1
0 6  24  1
1 23 1   1
0 2  13  1
0 8  20  1
2 12 8   1
2 7  21  1
2 10 8   1
1 8  4   1
2 6  27  1
2 2  10  1
1 22 4   1
2 11 4   1
0 4  7   1
2 4  14  1
1 12 26  1
0 5  11  1
2 5  10  1
2 15 29  1
2 25 13  1
0 12 28  1
2 9  3   1
0 7  12  1
0 2  17  1
1 15 9   1
2 16 6   1
2 15 8   1
1 6  16  1
0 7  25  1
1 2  23  1
1 12 29  1
2 7  4   1
0 1  8   1
0 7  27  1
1 17 21  1
2 11 8   1
2 5  24  1
0 2  22  1
0 1  23  1
0 5  7   1
1 6  8   1
2 2  5   1
0 22 6   1
0 11 11  1
1 4  2   1
1 18 24  1
0 11 27  1
0 20 18  1
0 15 22  1
1 13 11  1
0 12 29  1
0 16 8   1
0 9  6   1
1 2  28  1
0 2  10  1
0 4  7   1
0 2  29  1
2 5  13  1
2 8  19  1
0 1  21  1
0 22 26  1
1 5  14  1
2 3  18  1
2 4  2   1
1 1  24  1
0 3  19  1
1 1  5   1
2 7  10  1
0 2  3   1
2 11 18  1
2 1  21  1
2 1  14  1
1 14 5   1
1 8  27  1
0 16 11  1
0 10 15  1
2 21 24  1
0 9  2   1
1 5  8   1
1 5  10  1
1 4  25  1
2 2  20  1
1 1  23  1
2 16 6   1
1 1  9   1
1 24 28  1
2 6  5   1
0 25 19  1
0 4  23  1
0 15 18  1
0 23 6   1
2 3  28  1
0 5  21  1
0 10 9   1
2 20 28  1
0 22 2   1
1 14 17  1
1 25 25  1
1 15 16  1
2 4  18  1
1 15 13  1
2 3  28  1
2 8  5   1
2 20 2   1
1 25 15  1
1 2  18  1
1 1  29  1
1 8  6   1
0 8  5   1
1 22 7   1
2 2  21  1
0 10 13  1
2 10 16  1
0 10 14  1
2 6  25  1
2 1  12  1
0 11 6   1
0 1  6   1
1 9  23  1
1 6  29  1
2 17 16  1
1 4  25  1
1 5  26  1
2 14 5   1
1 3  18  1
2 4  28  1
0 9  5   1
0 5  27  1
0 3  12  1
0 5  29  1
0 3  22  1
2 20 2   1
2 25 27  1
1 8  10  1
1 5  2   1
2 11 13  1
1 25 16  1
0 14 15  1
2 5  18  1
1 5  19  1
2 6  2   1
1 13 26  1
0 8  2   1
1 21 28  1
1 5  21  1
2 3  18  1
2 16 8   1
0 2  18  1
0 22 1   1
2 9  11  1
0 5  28  1
1 17 17  1
1 3  22  1
1 3  29  1
0 14 15  1
0 6  25  1
1 3  26  1
1 3  12  1
2 3  12  1
2 4  3   1
1 17 11  1
0 7  22  1
1 9  15  1
0 4  15  1
2 12 20  1
2 5  14  1
0 1  13  1
1 15 29  1
0 1  14  1
0 3  14  1
2 25 12  1
2 16 4   1
2 5  6   1
2 2  26  1
0 6  12  1
0 21 28  1
1 12 7   1
1 8  10  1
1 6  8   1
1 7  6   1
0 21 22  1
0 9  1   1
1 7  19  1
2 14 18  1
0 18 28  1
2 9  18  1
2 7  18  1
1 2  8   1
0 9  12  1
1 8  25  1
1 17 27  1
1 10 21  1
0 4  7   1
0 3  10  1
1 8  29  1
1 1  26  1
2 18 8   1
1 8  5   1
1 15 23  1
0 21 3   1
1 4  18  1
2 11 15  1
2 16 25  1
2 13 16  0
2 5  11  0
0 4  26  0
0 1  6   0
2 12 21  0
2 23 23  0
0 2  20  0
1 13 11  0
1 1  10  0
1 22 12  0
1 11 28  0
0 2  5   0
0 5  15  0
2 10 22  0
1 3  3   0
1 1  26  0
1 2  15  0
1 21 16  0
2 5  23  0
0 4  19  0
1 1  28  0
1 5  9   0
0 10 26  0
0 14 24  0
1 4  22  0
2 8  18  0
1 5  26  0
2 5  25  0
0 5  25  0
0 6  22  0
2 10 14  0
2 4  14  0
0 9  29  0
2 6  23  0
2 4  13  0
2 6  11  0
2 6  26  0
2 3  6   0
0 10 23  0
0 25 2   0
2 8  29  0
1 5  12  0
0 3  12  0
0 21 10  0
2 9  4   0
1 5  5   0
2 11 4   0
0 8  13  0
1 1  8   0
2 2  12  0
0 2  22  0
0 7  27  0
1 17 21  0
0 1  24  0
2 18 12  0
0 14 22  0
1 1  21  0
1 2  12  0
0 12 25  0
2 6  27  0
1 4  2   0
0 2  3   0
0 2  19  0
2 3  25  0
0 8  15  0
