218 39 3
30 60 700 9.00
1 19 26  1
0 12 18  1
2 2  13  1
2 12 35  1
2 19 16  1
0 21 26  1
0 1  7   1
2 1  26  1
1 1  30  1
2 4  16  1
2 1  24  1
1 8  10  1
2 23 1   1
2 2  14  1
0 6  9   1
2 5  29  1
2 6  7   1
1 2  4   1
1 21 33  1
0 1  13  1
0 14 14  1
2 11 8   1
0 9  18  1
2 12 19  1
1 10 2   1
0 4  9   1
2 1  1   1
0 7  2   1
1 1  3   1
1 16 35  1
2 4  35  1
1 11 1   1
2 1  18  1
1 7  28  1
1 1  3   1
2 19 23  1
1 18 39  1
2 4  28  1
2 8  28  1
0 9  1   1
2 4  25  1
0 10 27  1
0 6  37  1
0 4  36  1
2 1  25  1
2 2  26  1
1 3  33  1
2 18 15  1
0 17 27  1
1 7  6   1
2 14 20  1
1 2  31  1
2 3  4   1
1 15 17  1
2 2  26  1
1 2  38  1
0 8  2   1
1 9  19  1
2 1  13  1
1 11 7   1
0 1  21  1
2 3  28  1
1 13 17  1
0 2  3   1
1 10 16  1
2 16 18  1
1 5  8   1
1 11 39  1
0 13 17  1
0 3  27  1
0 1  24  1
1 11 20  1
0 1  13  1
0 1  26  1
1 14 12  1
0 6  39  1
1 1  39  1
1 25 6   1
1 6  12  1
1 10 22  1
2 13 5   1
1 15 3   1
2 5  1   1
1 5  28  1
2 7  19  1
0 6  2   1
2 13 14  1
0 19 22  1
2 8  24  1
0 1  6   1
1 5  13  1
1 3  22  1
1 14 16  1
2 3  8   1
1 22 32  1
0 4  31  1
0 4  21  1
0 22 38  1
0 7  18  1
1 16 10  1
1 1  18  1
1 6  28  1
2 19 34  1
2 13 33  1
2 8  20  1
2 15 31  1
1 10 4   1
2 7  29  1
1 10 23  1
2 6  7   1
2 12 37  1
2 11 16  1
0 9  2   1
2 10 14  1
0 3  25  1
1 15 33  1
2 6  10  1
0 9  33  1
2 3  4   1
2 10 28  1
2 4  30  1
0 16 19  1
1 5  6   1
1 7  4   1
0 11 35  1
1 14 4   1
2 20 26  1
2 19 8   1
2 4  6   1
2 1  7   1
2 10 14  1
1 10 22  1
0 10 13  1
1 10 35  1
1 14 12  1
1 11 2   1
1 7  12  1
1 16 20  1
2 6  21  1
0 11 15  1
2 5  33  1
0 8  25  1
2 3  23  1
2 8  29  1
0 1  23  1
2 4  32  1
1 3  2   1
0 7  27  1
0 6  27  1
2 8  32  1
0 9  26  1
2 1  1   1
2 7  12  1
1 21 35  1
2 1  17  1
2 13 20  1
1 4  5   1
2 3  1   1
1 5  39  1
1 8  24  1
1 12 11  1
1 6  17  1
1 4  4   1
0 3  2   0
2 6  2   0
2 10 17  0
