3588 949 57
30 60 700 9.00
0 13 102 1
0 10 184 1
2 9  549 1
1 13 607 1
2 17 304 1
1 16 419 1
2 1  751 1
0 18 261 1
0 19 607 1
1 15 772 1
0 3  264 1
0 1  493 1
0 9  852 1
1 2  739 1
1 7  502 1
1 1  944 1
2 7  381 1
0 14 535 1
1 8  205 1
1 22 677 1
1 8  298 1
1 7  824 1
1 5  828 1
2 16 887 1
1 8  228 1
2 5  681 1
2 5  8   1
1 7  730 1
1 19 256 1
2 3  93  1
1 11 449 1
0 8  201 1
2 3  87  1
2 1  897 1
1 2  470 1
1 1  121 1
1 1  805 1
1 9  909 1
0 3  354 1
1 9  715 1
0 20 121 1
2 13 215 1
0 9  600 1
0 6  476 1
2 18 836 1
0 15 306 1
0 19 584 1
0 1  77  1
1 6  516 1
2 3  253 1
2 10 864 1
2 9  618 1
1 21 174 1
0 3  870 1
0 6  11  1
0 4  528 1
1 13 706 1
1 15 557 1
1 7  524 1
2 5  636 1
2 3  68  1
2 9  255 1
1 5  414 1
0 16 577 1
2 9  28  1
1 10 878 1
0 7  86  1
0 12 712 1
0 6  468 1
2 6  484 1
1 7  471 1
1 1  315 1
1 7  824 1
2 5  946 1
1 5  106 1
1 2  943 1
1 2  20  1
2 8  508 1
2 16 829 1
0 5  837 1
0 4  294 1
2 6  103 1
1 4  797 1
2 3  154 1
2 7  297 1
1 2  879 1
0 9  671 1
1 15 712 1
2 1  299 1
0 9  775 1
0 16 803 1
0 10 3   1
1 6  133 1
2 14 834 1
2 4  100 1
1 8  27  1
0 12 595 1
2 12 411 1
2 5  341 1
0 5  493 1
2 11 902 1
1 2  888 1
2 5  825 1
2 9  499 1
0 5  596 1
2 3  389 1
0 12 392 1
0 5  218 1
1 18 36  1
0 2  497 1
2 1  698 1
0 22 87  1
2 6  832 1
1 5  492 1
0 1  484 1
1 8  678 1
2 4  585 1
2 7  396 1
0 5  811 1
2 12 637 1
2 1  941 1
0 9  275 1
0 1  908 1
1 2  624 1
0 1  653 1
1 5  426 1
0 5  393 1
2 4  27  1
1 5  408 1
1 25 10  1
1 10 764 1
1 5  150 1
1 13 823 1
1 16 625 1
2 14 483 1
0 24 691 1
1 7  575 1
1 1  162 1
1 12 39  1
2 3  138 1
0 19 641 1
2 7  289 1
1 10 933 1
2 17 242 1
1 7  317 1
0 4  448 1
1 1  811 1
2 8  366 1
0 12 432 1
1 2  695 1
2 11 714 1
1 3  108 1
1 12 671 1
0 3  603 1
1 24 806 1
2 10 366 1
0 4  626 1
1 7  831 1
0 4  931 1
1 12 816 1
0 17 316 1
0 15 217 1
0 16 236 1
0 3  23  1
2 14 784 1
2 3  245 1
0 9  174 1
1 10 287 1
1 1  763 1
2 1  331 1
0 3  46  1
2 3  515 1
2 11 398 1
1 6  416 1
0 16 765 1
1 4  545 1
2 1  857 1
0 20 875 1
1 3  30  1
0 2  615 1
1 2  294 1
1 4  834 1
1 1  458 1
0 13 89  1
1 6  456 1
0 4  840 1
0 1  278 1
0 5  534 1
1 23 261 1
0 5  516 1
0 4  124 1
2 2  865 1
2 7  679 1
2 24 541 1
1 11 896 1
2 3  1   1
0 5  284 1
1 8  903 1
0 7  894 1
2 4  93  1
0 17 880 1
0 9  130 1
2 4  119 1
1 25 164 1
0 9  565 1
0 6  267 1
2 2  370 1
0 13 750 1
0 17 220 1
2 12 884 1
0 6  228 1
0 3  369 1
0 2  350 1
0 7  783 1
0 12 435 1
0 4  666 1
1 4  761 1
0 10 849 1
0 2  259 1
1 7  401 1
1 4  143 1
0 1  82  1
2 2  693 1
0 5  655 1
1 3  847 1
2 5  834 1
1 15 435 1
0 4  102 1
0 6  780 1
2 8  513 1
2 13 165 1
2 17 41  1
2 10 81  1
1 20 369 1
1 2  559 1
1 9  727 1
1 2  269 1
1 17 864 1
1 9  559 1
0 4  680 1
1 1  661 1
0 3  494 1
2 6  616 1
2 12 321 1
1 4  920 1
0 12 214 1
0 15 172 1
1 1  93  1
1 3  726 1
0 13 458 1
1 13 610 1
0 16 449 1
0 3  386 1
2 1  716 1
1 12 182 1
1 10 561 1
2 6  259 1
2 6  585 1
1 1  876 1
2 2  275 1
2 6  277 1
1 4  751 1
0 2  645 1
2 3  308 1
0 12 882 1
1 2  290 1
0 4  761 1
0 19 304 1
2 7  549 1
0 4  443 1
2 18 13  1
1 3  12  1
1 13 473 1
2 15 629 1
1 17 378 1
2 23 352 1
0 12 584 1
0 2  216 1
2 21 778 1
1 15 459 1
1 9  789 1
0 1  932 1
0 17 122 1
2 8  678 1
1 11 132 1
2 5  199 1
0 3  409 1
2 7  592 1
0 6  488 1
2 6  918 1
2 2  642 1
1 8  1   1
0 19 165 1
2 6  917 1
1 11 570 1
1 13 431 1
2 1  907 1
0 17 193 1
0 5  212 1
0 18 497 1
1 2  814 1
1 10 644 1
2 5  633 1
1 21 858 1
1 9  53  1
0 14 690 1
2 18 892 1
1 5  95  1
2 7  920 1
1 6  320 1
2 2  533 1
1 2  848 1
2 2  55  1
2 5  528 1
2 16 78  1
2 6  147 1
0 4  948 1
2 7  888 1
1 2  362 1
1 15 677 1
2 6  623 1
1 8  507 1
0 8  62  1
1 2  787 1
1 17 475 1
2 9  690 1
2 24 864 1
1 8  214 1
0 4  51  1
0 23 172 1
2 1  327 1
0 10 780 1
0 6  68  1
2 4  314 1
1 14 219 1
2 3  184 1
2 10 336 1
0 23 643 1
0 12 249 1
1 6  199 1
0 3  309 1
0 14 461 1
1 16 525 1
0 15 434 1
1 23 807 1
2 19 198 1
0 2  466 1
0 7  746 1
1 1  697 1
2 16 892 1
0 1  906 1
2 12 729 1
0 7  712 1
0 7  461 1
0 10 799 1
0 3  328 1
2 20 42  1
0 4  676 1
2 2  604 1
2 1  332 1
1 14 378 1
2 7  262 1
1 19 379 1
2 13 478 1
2 4  177 1
1 8  738 1
2 12 522 1
2 2  777 1
0 5  189 1
2 4  915 1
1 7  834 1
2 15 874 1
0 1  449 1
0 5  215 1
2 2  18  1
1 14 53  1
0 9  823 1
1 17 259 1
1 3  166 1
0 1  877 1
2 14 432 1
0 12 911 1
2 16 102 1
1 13 118 1
0 12 609 1
0 4  747 1
2 13 515 1
2 3  347 1
2 12 719 1
1 16 17  1
0 19 522 1
1 9  38  1
1 2  176 1
0 2  641 1
1 2  318 1
0 3  2   1
0 8  887 1
0 4  549 1
1 3  432 1
1 19 547 1
1 6  210 1
0 1  891 1
0 20 815 1
1 1  65  1
2 14 666 1
0 10 301 1
2 4  834 1
1 3  232 1
1 6  351 1
0 12 934 1
2 1  54  1
0 5  200 1
1 6  384 1
1 8  24  1
0 4  489 1
1 3  657 1
0 6  878 1
2 3  102 1
0 8  424 1
0 9  495 1
1 12 456 1
2 3  940 1
0 4  606 1
0 1  664 1
0 23 418 1
2 1  660 1
0 1  181 1
0 12 694 1
0 22 403 1
2 6  287 1
2 1  870 1
2 15 77  1
2 10 598 1
0 1  515 1
2 4  534 1
0 7  849 1
2 13 7   1
2 17 850 1
2 3  805 1
1 13 61  1
2 12 222 1
0 19 874 1
2 1  443 1
1 5  712 1
0 1  743 1
1 14 939 1
1 12 211 1
1 6  701 1
1 8  95  1
1 15 733 1
2 24 897 1
2 5  683 1
1 5  765 1
1 4  208 1
2 10 40  1
2 18 256 1
1 6  656 1
0 6  445 1
0 9  604 1
1 14 79  1
1 9  552 1
1 7  205 1
0 10 338 1
0 17 382 1
1 10 697 1
0 3  225 1
1 16 798 1
1 6  28  1
0 3  259 1
0 8  263 1
2 2  533 1
1 16 76  1
0 13 374 1
2 7  512 1
1 4  799 1
1 1  416 1
1 1  616 1
1 3  503 1
0 20 774 1
1 3  611 1
2 7  498 1
1 2  428 1
1 23 797 1
1 9  686 1
0 2  216 1
2 6  858 1
0 6  931 1
2 13 149 1
1 21 251 1
0 8  186 1
2 9  747 1
1 1  277 1
2 11 107 1
1 4  706 1
0 15 233 1
1 4  616 1
2 8  866 1
0 6  511 1
0 7  452 1
2 22 222 1
0 5  457 1
2 8  488 1
1 23 618 1
2 16 384 1
2 4  700 1
2 5  692 1
1 8  732 1
0 11 176 1
1 21 701 1
2 5  493 1
0 18 83  1
0 10 813 1
1 4  821 1
2 18 118 1
0 13 401 1
2 10 492 1
0 4  568 1
0 3  774 1
2 8  682 1
2 5  544 1
0 17 697 1
0 3  513 1
2 4  99  1
0 16 512 1
2 2  634 1
0 15 711 1
2 9  863 1
2 6  323 1
1 3  136 1
0 10 332 1
2 15 96  1
0 5  38  1
1 1  717 1
2 4  693 1
0 3  406 1
0 5  70  1
2 11 620 1
2 20 581 1
2 1  889 1
1 15 526 1
1 15 339 1
2 1  761 1
2 5  195 1
1 6  302 1
2 7  543 1
1 1  287 1
0 12 509 1
2 10 729 1
2 7  171 1
2 13 120 1
1 8  103 1
0 18 317 1
1 3  374 1
2 14 939 1
1 19 887 1
2 13 273 1
1 6  310 1
1 6  418 1
1 6  417 1
2 4  779 1
0 9  497 1
2 9  515 1
1 2  867 1
2 17 487 1
2 6  584 1
2 1  257 1
0 4  624 1
2 17 815 1
1 11 733 1
2 13 37  1
1 4  264 1
1 3  587 1
0 6  784 1
0 6  535 1
0 17 564 1
0 24 42  1
1 10 871 1
0 9  881 1
2 3  860 1
1 1  798 1
0 24 806 1
1 6  563 1
0 2  223 1
2 17 719 1
0 7  889 1
2 10 737 1
1 4  680 1
2 6  574 1
1 1  750 1
2 1  943 1
2 5  87  1
2 13 116 1
2 7  64  1
1 4  305 1
0 2  501 1
2 10 440 1
0 18 413 1
0 1  147 1
0 1  563 1
2 1  781 1
0 1  255 1
1 9  50  1
1 12 145 1
0 10 84  1
0 21 633 1
2 4  56  1
0 24 867 1
2 7  565 1
2 1  149 1
1 8  773 1
0 8  835 1
1 23 445 1
2 6  330 1
0 2  494 1
1 1  73  1
2 8  256 1
0 8  935 1
2 6  223 1
1 5  155 1
2 18 153 1
2 10 771 1
2 24 114 1
0 18 779 1
0 3  416 1
0 2  706 1
1 7  209 1
2 3  895 1
2 16 364 1
1 18 603 1
2 16 742 1
2 10 418 1
1 1  537 1
2 6  394 1
1 17 672 1
2 15 186 1
1 2  601 1
0 5  424 1
1 8  758 1
0 8  412 1
0 5  468 1
0 2  108 1
1 10 828 1
2 1  691 1
1 1  311 1
1 13 317 1
1 8  654 1
1 10 945 1
1 8  737 1
2 7  747 1
2 18 563 1
2 3  915 1
2 6  667 1
1 1  785 1
1 7  483 1
0 3  432 1
0 22 549 1
2 4  6   1
1 1  381 1
1 2  351 1
1 17 150 1
1 7  49  1
1 3  347 1
0 19 676 1
0 12 680 1
0 1  652 1
2 7  190 1
2 10 582 1
1 1  946 1
0 5  67  1
0 14 661 1
0 9  304 1
1 20 840 1
2 10 1   1
1 17 703 1
1 13 517 1
1 16 876 1
1 3  416 1
1 3  184 1
0 1  873 1
2 1  186 1
0 3  747 1
2 11 412 1
1 3  70  1
1 1  598 1
2 14 451 1
0 19 515 1
2 21 424 1
0 1  151 1
1 10 814 1
2 9  362 1
1 5  862 1
1 16 891 1
0 8  602 1
1 10 321 1
0 12 289 1
1 6  282 1
2 13 397 1
0 4  862 1
2 6  864 1
1 9  482 1
2 5  754 1
0 9  570 1
2 5  80  1
1 4  891 1
1 1  530 1
1 20 33  1
2 10 313 1
1 6  733 1
0 12 379 1
1 22 820 1
2 3  841 1
0 7  197 1
2 3  876 1
1 25 601 1
0 5  333 1
0 4  228 1
0 24 881 1
2 5  336 1
0 5  45  1
1 10 291 1
0 19 100 1
1 11 479 1
2 9  237 1
0 9  424 1
1 11 190 1
2 6  596 1
0 1  918 1
0 9  716 1
1 8  575 1
2 9  473 1
1 12 92  1
2 8  116 1
0 17 203 1
1 17 208 1
1 6  857 1
0 12 720 1
1 11 397 1
0 19 196 1
1 3  555 1
1 2  674 1
2 2  455 1
0 6  297 1
0 4  646 1
0 3  541 1
0 18 663 1
1 1  214 1
0 3  755 1
2 2  410 1
1 12 804 1
1 2  143 1
2 3  48  1
0 6  382 1
0 4  791 1
1 18 351 1
1 4  361 1
0 18 402 1
0 20 106 1
2 1  546 1
0 3  20  1
0 5  154 1
0 1  678 1
1 5  777 1
0 14 356 1
1 8  90  1
1 12 495 1
0 15 129 1
1 2  71  1
1 18 530 1
1 10 478 1
1 7  246 1
2 5  763 1
2 18 273 1
0 5  901 1
1 8  159 1
2 24 232 1
2 12 354 1
1 6  35  1
0 4  867 1
0 2  769 1
1 10 766 1
1 1  538 1
1 23 176 1
0 4  698 1
0 7  24  1
0 7  566 1
2 9  35  1
2 2  335 1
1 7  85  1
0 2  158 1
2 2  917 1
1 2  907 1
1 9  132 1
1 6  804 1
2 2  24  1
2 20 450 1
1 8  113 1
0 12 86  1
0 1  171 1
1 13 774 1
2 3  699 1
2 1  473 1
2 4  312 1
1 1  257 1
2 20 534 1
0 4  21  1
0 3  374 1
0 2  47  1
0 18 921 1
0 6  734 1
1 2  683 1
1 1  204 1
2 5  637 1
0 11 815 1
1 6  491 1
1 12 929 1
1 23 415 1
1 23 772 1
0 4  293 1
2 11 750 1
2 1  254 1
0 19 385 1
2 10 306 1
1 20 451 1
2 3  67  1
2 3  695 1
1 12 777 1
0 9  114 1
0 18 536 1
2 2  377 1
2 17 371 1
1 4  627 1
1 6  208 1
2 9  508 1
0 9  790 1
1 9  877 1
1 9  204 1
2 22 914 1
1 1  623 1
2 1  368 1
2 4  628 1
1 11 601 1
2 6  534 1
1 4  922 1
2 4  225 1
2 24 797 1
1 5  637 1
0 6  515 1
1 7  27  1
1 11 885 1
2 3  323 1
2 1  206 1
0 5  813 1
2 1  880 1
1 1  841 1
1 8  339 1
2 12 691 1
2 3  810 1
1 6  722 1
2 2  774 1
2 2  718 1
2 15 731 1
2 1  841 1
2 24 391 1
2 12 119 1
1 11 796 1
1 5  728 1
2 5  339 1
2 3  11  1
0 16 352 1
2 10 85  1
2 10 707 1
1 10 894 1
0 10 309 1
2 3  946 1
2 7  171 1
0 1  492 1
2 7  4   1
1 2  442 1
1 25 49  1
2 1  364 1
0 1  444 1
2 3  242 1
0 7  262 1
0 21 393 1
2 1  445 1
2 3  564 1
1 1  591 1
2 2  411 1
1 9  289 1
0 13 96  1
2 6  609 1
0 9  829 1
1 3  490 1
1 15 395 1
2 14 23  1
2 3  810 1
1 4  361 1
2 19 420 1
1 6  396 1
2 10 250 1
0 13 137 1
0 8  224 1
1 2  498 1
2 6  454 1
2 5  499 1
2 18 47  1
2 14 910 1
0 1  103 1
2 7  695 1
2 16 357 1
1 9  194 1
1 9  216 1
2 4  214 1
1 17 516 1
0 1  645 1
1 12 802 1
2 14 655 1
2 9  207 1
0 6  320 1
0 2  423 1
0 17 912 1
0 4  183 1
0 1  9   1
2 5  716 1
0 2  825 1
0 11 258 1
2 3  399 1
2 5  747 1
0 11 502 1
1 15 84  1
1 22 818 1
2 9  127 1
2 12 245 1
2 15 279 1
2 2  208 1
2 7  442 1
0 5  237 1
2 10 277 1
0 8  562 1
0 6  824 1
2 3  382 1
2 7  684 1
1 17 797 1
2 23 212 1
0 14 780 1
0 19 166 1
0 14 896 1
2 1  244 1
1 8  669 1
2 3  310 1
0 8  567 1
2 1  353 1
2 23 200 1
2 10 552 1
2 4  234 1
2 11 514 1
0 2  382 1
1 21 936 1
1 3  886 1
0 10 799 1
1 3  436 1
1 21 92  1
1 9  810 1
2 5  201 1
2 2  484 1
2 7  715 1
