1926 375 31
30 60 700 9.00
0 9  316 1
0 6  17  1
0 3  215 1
1 16 307 1
1 12 47  1
1 1  109 1
0 16 321 1
1 2  18  1
1 21 90  1
1 11 136 1
0 6  292 1
2 8  286 1
0 20 81  1
2 6  99  1
2 7  190 1
0 12 316 1
1 4  339 1
2 23 26  1
2 3  140 1
2 3  81  1
1 3  92  1
0 1  131 1
1 18 212 1
1 10 231 1
1 1  346 1
1 6  32  1
2 14 341 1
2 4  18  1
1 1  165 1
1 1  259 1
2 3  256 1
1 2  24  1
0 5  36  1
1 12 312 1
0 1  219 1
0 7  144 1
0 1  343 1
2 1  3   1
2 19 374 1
1 16 115 1
2 7  30  1
0 16 329 1
1 7  120 1
1 1  131 1
1 7  248 1
2 2  248 1
0 20 105 1
1 20 241 1
1 3  110 1
0 1  135 1
2 11 288 1
2 2  272 1
2 17 100 1
0 2  210 1
2 9  258 1
0 9  135 1
0 11 135 1
2 9  294 1
0 14 54  1
0 9  283 1
1 10 329 1
2 7  83  1
0 8  127 1
0 3  67  1
0 5  354 1
2 17 244 1
0 20 271 1
0 3  51  1
1 15 321 1
1 24 106 1
0 6  138 1
1 4  369 1
0 1  337 1
2 5  143 1
1 1  146 1
2 15 7   1
0 2  166 1
0 7  145 1
0 3  41  1
0 2  279 1
0 19 124 1
2 7  89  1
2 8  245 1
0 6  326 1
2 4  19  1
2 4  128 1
1 5  243 1
0 8  372 1
0 1  267 1
0 10 141 1
2 10 166 1
2 8  5   1
1 25 180 1
2 11 368 1
1 4  84  1
0 9  99  1
1 1  64  1
0 16 161 1
2 3  164 1
2 2  43  1
1 9  360 1
0 3  185 1
0 3  265 1
2 9  325 1
0 15 51  1
2 5  86  1
0 3  142 1
1 3  337 1
0 14 1   1
1 5  170 1
1 11 168 1
2 13 108 1
0 3  12  1
2 6  68  1
2 11 92  1
1 1  293 1
1 6  127 1
1 3  284 1
2 5  221 1
0 8  342 1
0 15 296 1
0 3  182 1
1 10 43  1
2 4  1   1
1 4  183 1
0 4  252 1
0 2  157 1
2 2  367 1
2 4  185 1
2 6  233 1
0 7  218 1
2 23 134 1
0 8  308 1
0 5  204 1
0 21 206 1
1 16 332 1
0 23 179 1
1 20 66  1
0 7  146 1
2 3  299 1
1 4  212 1
1 2  252 1
0 8  140 1
1 3  359 1
1 8  200 1
1 25 216 1
2 5  227 1
0 14 229 1
1 2  193 1
2 1  314 1
2 4  85  1
2 7  253 1
0 6  375 1
0 6  71  1
1 13 102 1
2 19 3   1
0 9  101 1
1 9  75  1
0 11 53  1
2 5  290 1
0 2  301 1
2 1  76  1
1 2  291 1
1 2  48  1
2 3  150 1
2 11 184 1
2 5  365 1
1 3  30  1
0 8  88  1
0 2  280 1
2 3  37  1
1 2  246 1
1 1  303 1
2 2  122 1
0 19 46  1
0 4  159 1
2 10 24  1
1 1  199 1
1 5  337 1
0 2  71  1
0 2  316 1
0 6  208 1
0 19 338 1
0 6  338 1
1 7  12  1
0 20 353 1
2 2  256 1
1 1  327 1
0 3  260 1
2 8  333 1
1 12 132 1
1 12 65  1
0 2  330 1
0 8  285 1
2 2  123 1
2 5  283 1
0 1  105 1
0 21 37  1
0 7  139 1
2 15 356 1
2 10 308 1
1 4  124 1
1 7  170 1
0 22 242 1
0 3  5   1
0 3  284 1
2 4  354 1
0 15 230 1
0 3  168 1
1 18 180 1
2 7  325 1
2 11 203 1
2 11 34  1
0 6  45  1
0 1  81  1
2 3  178 1
0 7  129 1
0 8  266 1
2 8  335 1
0 1  204 1
2 11 71  1
1 6  98  1
0 2  170 1
0 6  126 1
0 17 130 1
2 7  3   1
0 15 279 1
0 8  268 1
2 11 144 1
1 16 315 1
2 8  11  1
0 2  163 1
2 4  254 1
1 21 189 1
1 5  80  1
2 1  230 1
0 7  245 1
2 17 312 1
1 3  272 1
0 6  339 1
1 11 127 1
0 5  146 1
0 7  170 1
1 12 197 1
2 12 279 1
0 8  355 1
0 9  28  1
2 3  90  1
1 21 374 1
1 16 370 1
2 2  212 1
0 16 281 1
1 1  315 1
0 9  106 1
0 2  348 1
1 8  373 1
1 12 204 1
1 15 333 1
2 3  320 1
0 18 68  1
2 13 136 1
1 4  310 1
0 3  76  1
1 15 208 1
0 4  259 1
1 8  19  1
0 16 313 1
1 9  28  1
2 6  302 1
1 15 283 1
2 2  6   1
1 23 145 1
1 2  51  1
0 3  4   1
1 1  69  1
2 15 341 1
0 12 54  1
0 2  237 1
0 2  329 1
1 6  115 1
0 1  181 1
0 19 18  1
2 15 154 1
2 11 248 1
2 5  128 1
2 6  8   1
1 3  272 1
0 4  204 1
2 3  226 1
2 4  261 1
1 12 20  1
0 1  141 1
1 16 223 1
1 10 103 1
2 12 43  1
1 9  96  1
2 4  216 1
0 24 76  1
0 3  264 1
2 2  26  1
1 8  52  1
1 4  249 1
0 9  288 1
0 12 171 1
1 17 333 1
2 7  38  1
1 6  29  1
1 3  15  1
1 11 107 1
0 7  63  1
1 2  136 1
2 2  45  1
0 19 339 1
0 2  250 1
2 3  65  1
1 4  260 1
0 5  236 1
2 12 81  1
0 2  50  1
2 1  161 1
2 6  129 1
2 2  87  1
0 4  340 1
0 13 44  1
2 6  29  1
0 5  217 1
0 3  8   1
1 5  233 1
1 8  137 1
0 14 221 1
1 6  150 1
1 12 66  1
0 11 335 1
0 2  313 1
0 4  169 1
1 22 52  1
1 6  39  1
0 10 123 1
1 22 93  1
1 21 32  1
0 18 349 1
0 6  316 1
0 11 102 1
0 1  277 1
1 6  249 1
1 17 17  1
0 15 43  1
1 17 128 1
0 13 276 1
1 1  240 1
1 1  321 1
1 7  236 1
2 14 221 1
2 4  263 1
1 5  186 1
0 4  330 1
2 16 272 1
0 20 16  1
1 13 84  1
1 2  200 1
0 2  135 1
0 13 302 1
1 7  211 1
0 25 337 1
0 13 255 1
1 8  99  1
0 5  326 1
1 24 209 1
2 6  126 1
2 23 214 1
1 4  327 1
1 4  25  1
2 12 9   1
1 3  199 1
2 8  53  1
2 23 272 1
0 19 59  1
1 13 316 1
1 9  125 1
2 19 9   1
0 1  204 1
1 8  307 1
0 4  241 1
1 2  154 1
1 4  142 1
1 5  280 1
1 5  210 1
1 8  325 1
2 6  172 1
1 1  26  1
0 2  343 1
2 21 258 1
2 15 75  1
0 3  190 1
2 6  131 1
2 2  318 1
1 6  188 1
2 8  244 1
0 18 341 1
1 17 369 1
0 7  309 1
0 17 59  1
0 7  105 1
1 12 337 1
0 2  146 1
2 3  221 1
1 18 291 1
0 22 159 1
0 3  59  1
2 13 225 1
1 4  56  1
1 3  370 1
1 16 303 1
0 5  153 1
0 18 353 1
0 1  139 1
2 11 166 1
1 23 326 1
2 5  2   1
2 6  220 1
1 12 313 1
0 19 88  1
0 3  126 1
0 15 137 1
0 14 64  1
1 7  250 1
2 1  70  1
