672 300 11
30 60 700 9.00
2 4  239 1
0 8  40  1
1 22 70  1
1 7  139 1
0 6  124 1
0 20 50  1
2 3  271 1
2 4  50  1
0 2  32  1
1 24 166 1
1 5  175 1
0 4  98  1
1 4  16  1
2 2  261 1
1 20 80  1
0 14 277 1
2 2  94  1
0 2  293 1
2 21 45  1
2 10 104 1
0 19 244 1
2 9  233 1
2 4  184 1
1 19 169 1
0 4  69  1
2 10 236 1
2 3  220 1
0 13 29  1
0 10 180 1
1 8  257 1
0 3  147 1
1 11 156 1
0 7  177 1
1 11 174 1
1 11 251 1
1 10 179 1
1 10 237 1
2 14 71  1
2 3  195 1
2 23 22  1
1 5  139 1
0 9  155 1
1 3  294 1
1 3  148 1
0 6  236 1
2 6  97  1
0 11 179 1
2 8  137 1
1 2  167 1
0 13 64  1
2 21 75  1
1 13 124 1
1 10 63  1
0 6  93  1
2 10 49  1
2 16 88  1
1 15 73  1
1 9  127 1
2 15 159 1
1 1  43  1
2 8  154 1
1 3  161 1
1 14 179 1
2 1  60  1
2 9  236 1
2 5  157 1
2 4  30  1
1 10 295 1
2 3  199 1
1 5  173 1
1 3  227 1
0 22 66  1
2 8  117 1
2 20 232 1
2 7  87  1
2 9  185 1
0 3  265 1
1 14 259 1
1 13 144 1
2 7  232 1
2 5  202 1
2 5  236 1
1 2  61  1
0 16 95  1
2 1  196 1
1 8  252 1
0 18 278 1
0 3  151 1
0 1  3   1
0 2  4   1
1 2  59  1
2 21 7   1
1 8  10  1
1 10 99  1
1 3  140 1
0 8  68  1
2 4  133 1
2 2  91  1
0 25 64  1
0 3  264 1
0 12 125 1
0 11 206 1
2 2  142 1
0 5  164 1
2 15 158 1
2 5  36  1
0 8  66  1
1 2  78  1
1 23 293 1
0 1  116 1
2 23 114 1
1 2  204 1
1 20 297 1
0 2  97  1
1 1  114 1
1 10 181 1
1 1  97  1
2 14 300 1
1 12 202 1
2 6  240 1
0 1  253 1
1 10 6   1
1 11 88  1
2 10 92  1
2 1  17  1
2 1  235 1
2 12 237 1
0 8  250 1
2 5  68  1
0 1  165 1
1 12 18  1
1 2  121 1
1 3  131 1
0 22 82  1
2 1  244 1
0 5  152 1
1 19 277 1
0 7  275 1
1 11 19  1
1 6  259 1
2 20 176 1
1 25 277 1
0 8  162 1
0 17 125 1
0 2  259 1
0 4  49  1
0 2  225 1
2 7  44  1
1 3  197 1
2 11 28  1
1 25 299 1
1 2  23  1
2 10 16  1
2 14 218 1
2 1  138 1
0 12 277 1
2 15 202 1
2 13 55  1
0 13 213 1
2 6  106 1
1 5  30  1
0 7  127 1
0 6  240 1
0 2  116 1
1 15 120 1
1 13 119 1
0 7  139 1
1 2  298 1
2 2  73  1
0 6  151 1
1 9  10  1
2 3  241 1
2 2  84  1
0 5  107 1
1 3  63  1
2 3  244 1
0 4  160 1
2 5  20  1
0 2  37  1
0 3  225 1
1 3  41  1
2 4  236 1
2 18 70  1
2 1  82  1
2 7  210 1
1 4  31  1
0 6  20  1
2 4  14  1
1 17 280 1
0 11 119 1
0 18 57  1
1 1  128 1
