139 29 2
30 60 700 9.00
0 2  12  1
1 4  18  1
0 16 17  1
2 10 15  1
1 20 14  1
1 12 4   1
1 13 29  1
2 12 9   1
1 6  9   1
1 8  24  1
1 5  6   1
1 8  16  1
1 6  29  1
1 5  26  1
0 2  12  1
2 21 2   1
1 1  2   1
0 22 8   1
0 25 11  1
1 2  4   1
2 10 5   1
1 1  10  1
1 4  12  1
2 2  22  1
0 1  13  1
0 3  5   1
0 5  4   1
0 14 20  1
2 2  11  1
1 2  3   1
0 11 24  1
2 24 21  1
1 15 12  1
0 2  12  1
0 5  6   1
0 14 3   1
1 14 4   1
1 5  19  1
1 2  25  1
2 13 25  1
2 3  13  1
2 7  8   1
2 3  14  1
2 9  28  1
1 12 19  1
2 15 16  1
0 14 4   1
1 14 8   1
2 3  7   1
2 18 14  1
1 12 2   1
1 21 18  1
0 1  22  1
0 14 23  1
2 6  15  1
0 7  6   1
0 14 15  1
2 10 1   1
2 24 3   1
2 12 26  1
1 1  9   1
1 1  18  1
0 7  21  1
2 9  9   1
1 6  20  1
0 1  9   1
1 16 18  1
2 18 22  1
0 2  20  1
2 19 13  1
1 16 28  1
0 4  15  1
1 9  25  1
1 2  10  1
2 5  1   1
1 3  1   1
2 3  15  1
2 1  10  1
2 1  3   1
1 10 23  1
1 4  21  1
0 2  8   1
2 25 3   1
0 11 17  1
0 2  8   1
2 4  14  1
2 3  19  1
0 3  1   1
2 14 2   1
0 9  24  1
2 4  7   1
1 11 17  1
0 4  15  1
1 24 27  1
0 2  28  1
2 3  4   1
0 3  19  1
0 19 3   1
1 6  12  1
1 9  6   1
2 2  7   1
2 6  21  1
2 9  3   1
1 7  21  1
2 2  2   0
2 3  1   0
0 19 16  0
1 14 26  0
2 8  9   0
1 20 12  0
0 3  29  0
0 2  11  0
1 3  22  0
2 15 5   0
1 13 17  0
0 1  5   0
0 3  23  0
1 19 20  0
2 8  24  0
2 4  21  0
0 1  27  0
1 2  26  0
0 12 11  0
2 6  28  0
2 18 22  0
2 7  13  0
1 10 13  0
2 9  16  0
1 11 29  0
2 5  28  0
0 5  20  0
1 4  11  0
2 10 8   0
1 8  14  0
1 11 18  0
0 1  27  0
0 7  20  0
0 11 22  0
1 9  8   0
    0 57043 62285 58636 58657 57739 56251 56916 56802 52688 55137 54780 53975 56426 52114 53098 56314 56713 55452 55827 57156 57276 56422 57160 62419 63641 63360 63405 50961 62343 
58387     0  2452  2176  1813  2137   987  1123  1758  2609  2251  3178  3458  2197  3159  2840  1560  1961  3351  2279   852   395  1159  1855  2586  2048  1923  2324  4587  2974 
62977  2483     0  1683  1399  2229  2387  3230  3865  4717  3651  5087  5368  4107  5266  4948  3668  3623  3899  3679  2701  2292  2347  1947   338  1560  1279  1324  6695   950 
59730  2148  1681     0  2258  2582  2422  2900  3605  4459  3685  4622  4800  3642  5008  4690  3410  3658  4786  3713  2630  1963  2593  2300  1573  1122   656   395  6437  1962 
63463  2063   912  2391     0  1484  1543  2482  3117  4297  2940  4667  4948  3687  4846  4528  3248  2912  4134  2968  1990  1872  1601  1202  1046  1949  1824  2032  6275  1435 
58144  2219  2210  2604  1480     0  1263  2257  2892  4953  2715  4824  5104  3843  5503  4606  3186  2687  2282  2743  1765  2029  1321   305  2344  2473  2347  2749  7127  2733 
56685  1111  2322  2419  1683  1206     0  1034  1669  2983  1491  3715  3996  2735  3533  3146  1962  1464  2592  1520   541   920   253   924  2456  2287  2162  2564  5667  2844 
58627  1127  3096  2929  2457  2230  1038     0   744  2058  1285  3309  3698  2328  2608  2289   881   948  2200  1265   492  1000  1210  1948  3230  2801  2676  3077  4036  3618 
57884  1762  3731  3564  3092  2865  1673   744     0  1314   878  3055  2954  3121  1864  1546   362   541  2195  1569  1127  1635  1845  2583  3865  3436  3311  3713  3293  4253 
53128  2764  4669  4503  4031  4226  3034  2105  1361     0  2261  3055  2955  3122   575   514  1525  1906  2786  3161  2488  2574  3206  3943  4804  4375  4249  4651  2004  5192 
55563  2217  3599  3696  2960  2656  1465  1244   878  2193     0  3933  3833  3419  2921  2025  1128   532  1316  1042  1362  2090  1636  2374  3733  3565  3439  3841  4546  4121 
55843  2926  5179  4519  4540  4776  3585  3048  3037  2922  3182     0   914  1387  3015  3153  2446  2845  4498  3873  3039  3159  3756  4494  5313  4775  4649  4630  4443  5701 
55039  3177  5430  4771  4791  5028  3836  3051  2936  2821  3185   914     0  1895  2914  3052  2449  2848  4501  3876  3290  3410  4008  4746  5564  5027  4901  4882  4343  5953 
57430  1988  4241  3581  3602  3838  2647  2372  2507  3027  3048  1335  1843     0  3120  3258  2312  2710  4364  3473  2101  2221  2819  3556  4375  3837  3712  3693  4549  4763 
52553  3235  5140  4973  4502  5544  3505  2576  1832   575  2941  3132  3032  3199     0   985  1996  2377  3257  3632  2959  3045  3677  4414  5274  4846  4720  5122  1429  5663 
53631  2976  4881  4715  4243  4643  3154  2317  1573   528  2040  3264  3164  3331  1077     0  1737  2221  2355  2731  2700  2786  3325  4063  5016  4587  4461  4863  2506  6325 
58079  1620  3589  3422  2950  2723  1531   602   195  1510   736  3250  3149  2821  2059  1741     0   399  2053  1427   985  1493  1703  2441  3723  3294  3169  3570  3488  4111 
55725  1839  3610  3641  2972  2667  1476   821   541  1860   532  3600  3499  3040  2409  2187   791     0  1848  1053  1204  1712  1648  2385  3744  3513  3388  3789  4708  4133 
55935  3233  3786  4712  3841  2361  2481  2261  2126  2745  1247  5649  5548  4435  3294  2397  2376  1779     0  2058  2378  3107  2653  2666  3920  5142  4861  4906  4918  4043 
