870 39 14
30 60 700 9.00
0 8  30  1
2 8  21  1
2 5  6   1
0 11 1   1
2 4  7   1
0 18 36  1
2 21 22  1
1 3  17  1
0 1  35  1
0 4  5   1
1 13 19  1
0 11 7   1
1 1  9   1
2 8  34  1
0 8  17  1
1 1  17  1
1 1  36  1
1 16 34  1
2 2  20  1
1 2  4   1
1 2  13  1
0 13 28  1
1 5  8   1
2 9  27  1
1 15 30  1
2 15 7   1
1 8  16  1
0 6  3   1
0 4  31  1
1 20 17  1
1 2  2   1
0 5  25  1
1 23 9   1
0 9  39  1
0 25 25  1
1 9  26  1
1 14 26  1
0 18 35  1
0 8  11  1
0 6  34  1
1 14 18  1
1 5  30  1
2 11 6   1
1 11 12  1
1 4  35  1
0 14 9   1
0 1  2   1
2 4  24  1
0 3  12  1
0 4  22  1
0 3  35  1
0 2  32  1
2 2  22  1
1 24 5   1
0 5  15  1
1 15 11  1
1 3  25  1
2 2  29  1
1 7  12  1
2 12 10  1
2 18 25  1
1 7  22  1
2 10 11  1
2 9  22  1
2 8  25  1
1 3  21  1
0 6  14  1
0 8  32  1
0 2  26  1
1 15 36  1
0 7  23  1
0 18 7   1
1 4  30  1
2 12 6   1
1 13 39  1
0 7  23  1
0 6  38  1
0 5  14  1
1 6  18  1
2 2  1   1
1 4  33  1
2 17 12  1
1 7  28  1
0 3  4   1
0 5  10  1
2 7  25  1
0 15 9   1
2 6  6   1
0 6  26  1
2 11 21  1
1 9  4   1
1 13 12  1
0 3  25  1
1 3  10  1
2 8  22  1
2 11 21  1
2 3  37  1
2 1  21  1
0 8  15  1
2 11 5   1
2 3  8   1
0 2  38  1
0 23 11  1
1 8  25  1
0 3  19  1
2 6  39  1
2 20 37  1
0 9  1   1
0 13 13  1
0 3  16  1
0 5  4   1
1 10 6   1
2 3  2   1
2 6  8   1
1 1  9   1
0 6  15  1
2 25 37  1
1 13 20  1
2 1  39  1
1 2  17  1
0 6  22  1
1 1  32  1
1 2  35  1
0 1  25  1
2 24 37  1
1 14 31  1
2 6  33  1
2 2  15  1
2 2  10  1
2 10 32  1
1 3  35  1
0 3  12  1
2 21 27  1
2 5  24  1
2 10 26  1
1 1  36  1
1 2  22  1
1 9  2   1
2 1  7   1
0 14 20  1
0 21 31  1
1 2  35  1
0 3  37  1
1 3  17  1
0 5  13  1
1 5  31  1
1 24 17  1
2 16 11  1
0 17 21  1
1 13 34  1
1 13 29  1
2 1  28  1
2 2  21  1
1 22 11  1
0 2  17  1
0 5  28  1
2 1  32  1
1 5  9   1
1 4  17  1
0 4  5   1
2 10 16  1
2 3  27  1
2 1  3   1
2 4  26  1
1 4  38  1
0 4  12  1
1 8  36  1
0 8  38  1
2 17 20  1
2 4  30  1
2 1  38  1
1 16 22  1
1 3  5   1
0 10 26  1
1 6  14  1
2 6  20  1
2 12 4   1
1 5  27  1
1 4  21  1
1 2  18  1
0 4  36  1
2 6  12  1
0 13 4   1
2 4  29  1
2 17 10  1
1 2  36  1
2 15 37  1
2 4  37  1
1 7  37  1
2 24 15  1
1 3  3   1
0 8  20  1
2 12 4   1
1 21 39  1
1 20 20  1
0 1  39  1
0 2  7   1
1 6  38  1
2 23 4   1
0 22 37  1
2 4  5   1
1 14 21  1
2 21 7   1
0 9  37  1
2 7  27  1
0 21 26  1
0 24 30  1
1 15 10  1
1 10 9   1
1 12 14  1
1 4  19  1
1 9  6   1
1 8  10  1
0 3  25  1
2 11 13  1
1 2  14  1
1 5  14  1
1 15 17  1
2 2  16  1
1 9  21  1
0 9  31  1
2 2  11  1
0 9  28  1
1 18 9   1
1 1  19  1
2 24 30  1
2 7  12  1
1 12 27  1
0 3  24  1
0 1  38  1
0 6  15  1
1 2  23  1
0 23 23  1
0 4  38  1
1 5  16  1
0 4  1   1
0 22 21  1
1 6  7   1
1 6  20  1
0 21 30  1
0 5  29  1
0 4  15  1
0 7  16  1
1 11 4   1
2 22 20  1
2 5  35  1
1 4  3   1
1 10 7   1
0 22 23  1
2 2  16  1
0 9  28  1
2 1  25  1
1 12 2   1
2 20 15  1
1 8  38  1
2 8  27  1
2 14 10  1
2 2  27  1
0 2  10  1
0 2  22  1
0 6  11  1
0 9  6   1
1 10 29  1
1 3  32  1
2 6  24  1
0 6  10  1
0 3  27  1
1 6  3   1
0 5  1   1
1 15 19  1
2 2  25  1
1 13 5   1
0 6  18  1
2 2  26  1
2 17 38  1
1 1  17  1
2 13 13  1
0 10 6   1
2 3  18  1
1 17 34  1
1 4  31  1
1 5  5   1
0 5  18  1
2 4  39  1
0 11 31  1
2 14 35  1
1 6  15  1
1 11 19  1
0 3  14  1
0 12 31  1
1 3  6   1
0 12 33  1
1 1  33  1
0 8  26  1
2 10 9   1
1 12 35  1
2 7  33  1
2 20 11  1
2 3  32  1
0 4  33  1
2 2  14  1
2 3  1   1
0 18 19  1
0 1  37  1
2 21 27  1
0 19 14  1
0 15 14  1
2 1  9   1
2 4  32  1
0 11 39  1
2 12 19  1
0 2  38  1
1 18 27  1
1 3  1   1
1 9  27  1
1 3  11  1
1 12 30  1
2 5  21  1
1 10 26  1
2 10 20  1
0 22 21  1
2 11 9   1
1 3  22  1
2 12 11  1
0 18 35  1
0 6  6   1
1 24 9   1
1 13 35  1
0 9  21  1
1 1  37  1
1 2  8   1
1 3  15  1
0 7  9   1
1 18 26  1
0 3  16  1
0 7  7   1
1 24 10  1
1 3  23  1
2 14 13  1
0 4  39  1
0 24 15  1
0 19 39  1
2 18 21  1
0 14 16  1
0 8  32  1
2 2  13  1
2 4  31  1
0 3  23  1
0 17 4   1
1 5  8   1
2 14 25  1
1 6  29  1
0 3  34  1
1 14 32  1
2 2  31  1
0 3  14  1
0 15 3   1
2 6  22  1
2 14 4   1
2 1  11  1
2 2  19  1
1 5  11  1
1 3  11  1
2 4  13  1
1 23 6   1
1 2  5   1
1 4  13  1
0 14 11  1
2 1  39  1
2 17 16  1
1 25 28  1
2 2  31  1
0 4  28  1
0 1  1   1
2 7  26  1
2 12 14  1
